,County Name,hispanic,his_total,black,black_total,white,white_total,asian,asian_total,State
5917,Wayne,1723,0.05721401295035697,6085,0.20205877469699485,23229,0.7713431844595716,173,0.005744645525485638,GA
5928,Webster,101,0.036213696665471494,1161,0.4162782359268555,1539,0.5518106848332736,23,0.008246683399067766,GA
5939,Wheeler,354,0.04768961336386906,2621,0.3530917418833356,4699,0.6330324666576855,31,0.004176209079886839,GA
5950,White,681,0.025066254416961132,507,0.01866166077738516,26112,0.9611307420494699,124,0.0045641931684334515,GA
5961,Whitfield,32620,0.3169020926030272,4118,0.04000621757631104,94351,0.916616472691239,1470,0.014280995589406804,GA
5972,Wilcox,346,0.03732470334412082,3271,0.3528586839266451,5852,0.6312837108953614,53,0.005717367853290183,GA
5983,Wilkes,349,0.03295561850802644,4567,0.4312559017941454,5762,0.5440982058545798,59,0.005571293673276676,GA
5994,Wilkinson,205,0.02148846960167715,3676,0.3853249475890985,5667,0.5940251572327044,37,0.0038784067085953877,GA
6005,Worth,349,0.01613499768839575,5997,0.27725381414701805,15276,0.7062413314840499,91,0.004207119741100324,GA
6016,Hawaii,21373,0.11527674401044195,1135,0.00612170048434247,64387,0.3472757084452499,42030,0.2266916928254749,HI
6027,Honolulu,77484,0.08106928932018519,20295,0.02123407705788496,205999,0.21553085192644714,425189,0.44486306923700664,HI
6038,Kalawao,36,0.4,5,0.05555555555555555,8,0.08888888888888889,4,0.044444444444444446,HI
6049,Kauai,6340,0.09430874959093208,304,0.004522059917293904,22636,0.33671496147323954,21412,0.318507720227293,HI
6060,Maui,15768,0.10164771408679509,915,0.005898507000850932,55683,0.35895799489440705,45577,0.29381011319976275,HI
6071,Ada,28124,0.07146578033242616,4638,0.011785602659002721,365462,0.9286739799405892,9720,0.024699451885620193,ID
6082,Adams,84,0.021249683784467493,13,0.0032886415380723503,3791,0.9590184669870984,21,0.005312420946116873,ID
6093,Bannock,5674,0.0683030179003503,639,0.00769221509311312,76499,0.9208869521252904,1121,0.013494480625007523,ID
6104,Bear,206,0.03450008373806732,13,0.0021771897504605595,5835,0.9772232456874895,24,0.004019427231619494,ID
6115,Benewah,303,0.03263327948303716,48,0.005169628432956382,8093,0.8716208939149165,55,0.0059235325794291865,ID
6126,Bingham,7921,0.17306473814153686,219,0.0047848980751163455,41108,0.8981625117437567,336,0.007341213485110009,ID
6137,Blaine,4231,0.19839632373628435,58,0.0027196848916815155,20477,0.9601894401200413,161,0.00754947013035731,ID
6148,Boise,262,0.03725824800910125,22,0.0031285551763367463,6764,0.9618885096700797,38,0.00540386803185438,ID
6159,Bonner,1029,0.025149700598802394,59,0.0014420139313210314,39498,0.9653672247342051,170,0.004154955395331786,ID
6170,Bonneville,12016,0.11488450359492122,660,0.006310234052317577,99931,0.9554363622456784,927,0.008863010555300596,ID
6181,Boundary,412,0.03736622528568837,28,0.002539452203881734,10527,0.9547433339379648,65,0.005895156901868311,ID
6192,Butte,125,0.042999656002751976,3,0.0010319917440660474,2837,0.9759201926384589,6,0.0020639834881320948,ID
6203,Camas,70,0.06311992786293959,6,0.005410279531109108,1000,0.9017132551848512,11,0.009918845807033363,ID
6214,Canyon,45413,0.23973752560339548,1262,0.006662161876808075,178456,0.9420782566463247,1683,0.008884642185949278,ID
6225,Caribou,345,0.04944818689981367,7,0.001003296545793321,6806,0.9754908986670489,26,0.003726530027232335,ID
6236,Cassia,5748,0.24896049896049896,112,0.004851004851004851,22151,0.959416146916147,147,0.006366943866943867,ID
6247,Clark,360,0.3643724696356275,8,0.008097165991902834,862,0.8724696356275303,17,0.01720647773279352,ID
6258,Clearwater,306,0.03501144164759725,35,0.004004576659038902,8265,0.9456521739130435,74,0.008466819221967964,ID
6269,Custer,170,0.03893724232707284,9,0.002061383417315621,4234,0.9697663765460376,16,0.0036646816307833257,ID
6280,Elmore,4215,0.1554031633668842,727,0.026803819636470893,24143,0.8901301478450024,797,0.029384655089776206,ID
6291,Franklin,832,0.0650304830389245,23,0.0017977176801625761,12524,0.9788963576676567,32,0.002501172424574019,ID
6302,Fremont,1673,0.12625462229265716,72,0.005433552184740774,12836,0.9686816089351747,46,0.003471436118028828,ID
6313,Gem,1348,0.08083958020989505,46,0.002758620689655172,16092,0.9650374812593703,101,0.006056971514242879,ID
6324,Gooding,4319,0.2785912404050829,71,0.004579758756369735,14832,0.9567180545700832,94,0.006063342578855706,ID
6335,Idaho,472,0.028973052605733227,62,0.003805782333803941,15439,0.9477011847032104,84,0.005156221226444049,ID
6346,Jefferson,2654,0.10115871321847843,61,0.0023250495502363166,25353,0.9663439548711694,117,0.0044595212684860495,ID
6357,Jerome,6952,0.3094040678267836,105,0.004673105167119142,21462,0.9551826961591526,85,0.0037829898971916865,ID
6368,Kootenai,5332,0.038387052649009004,438,0.003153325030057379,132471,0.9537080366592033,1017,0.007321761542393503,ID
6379,Latah,1418,0.03798146461670327,274,0.007339154657952537,35116,0.9405903466009535,769,0.020597846467027375,ID
6390,Lemhi,194,0.02438104813371874,18,0.002262159105190398,7741,0.9728540907377152,37,0.004649993716224708,ID
6401,Lewis,152,0.039832285115303984,17,0.004454926624737945,3506,0.9187631027253669,31,0.008123689727463312,ID
6412,Lincoln,1450,0.2782575321435425,17,0.0032623296872001536,5024,0.9641143734407983,29,0.00556515064287085,ID
6423,Madison,2232,0.059325412646519415,172,0.004571671583871568,36414,0.9678654014831353,361,0.009595194428939744,ID
6434,Minidoka,6425,0.3194610182975338,121,0.006016308671439936,19161,0.9527147971360382,111,0.00551909307875895,ID
6445,Nez,1230,0.03126668191870663,138,0.00350796919087928,35792,0.9098350237677623,270,0.0068634179821551134,ID
6456,Oneida,136,0.0316426244765007,7,0.0016286644951140066,4212,0.9799906933457422,14,0.003257328990228013,ID
6467,Owyhee,2957,0.256862404447533,87,0.00755733148019458,10541,0.9156532314107019,68,0.00590687977762335,ID
6478,Payette,3397,0.15017019583572785,75,0.003315503293399938,21474,0.9492949029662703,174,0.007691967640687856,ID
6489,Power,2341,0.2971189237212844,63,0.00799593857088463,7427,0.9426323137453991,35,0.004442188094935905,ID
6500,Shoshone,408,0.032052792835258075,50,0.0039280383376541755,12223,0.9602482520229397,52,0.004085159871160342,ID
6511,Teton,1692,0.16599627195133915,26,0.0025507701363680956,9934,0.9745904051800255,53,0.005199646816442657,ID
6522,Twin,10639,0.13724731349252423,406,0.005237560793116348,73796,0.9519976263271283,1008,0.013003599210495763,ID
6533,Valley,352,0.03596607744967814,31,0.003167467048125064,9479,0.9685296822315316,42,0.004291406968427506,ID
6544,Washington,1704,0.16697697207251347,42,0.0041156295933365995,9769,0.9572758451739344,89,0.008721215090641842,ID
6555,Adams,808,0.01203814064362336,2343,0.03490762812872467,63129,0.9405393325387366,442,0.006585220500595948,IL
6566,Alexander,178,0.02168351808990133,2894,0.3525398952369351,5051,0.6153002801802899,38,0.004629065659641857,IL
6577,Bond,549,0.030880863989200136,1095,0.061592980087748904,16292,0.9164135448306896,80,0.004499943750703116,IL
6588,Boone,10917,0.20156942392909896,1169,0.021584194977843425,50703,0.9361706056129985,742,0.013700147710487444,IL
6599,Brown,409,0.05911258852435323,1319,0.19063448475213182,5441,0.7863853157970805,25,0.0036132389073565544,IL
6610,Bureau,2692,0.07704416015569102,256,0.0073266363298131135,33952,0.9716951432414642,231,0.006611144500729802,IL
6621,Calhoun,49,0.009630503144654088,29,0.005699685534591195,5014,0.9854559748427673,17,0.0033411949685534592,IL
6632,Carroll,419,0.027276869995443005,143,0.009309289759781264,14941,0.9726580300761669,69,0.004491895058915435,IL
6643,Cass,2268,0.16620255019786018,447,0.03275685182471054,12939,0.9481899457716547,59,0.004323611314670966,IL
6654,Champaign,10697,0.053131146563884527,25400,0.1261597758925556,151729,0.7536258518268333,18275,0.09077046867860052,IL
6665,Christian,481,0.013827401828321739,500,0.01437359857413902,33753,0.9703041453458288,169,0.00485827631805899,IL
6676,Clark,166,0.010178429088233491,61,0.003740266110736403,16060,0.9847323563676498,62,0.003801581948617328,IL
6687,Clay,155,0.011230256484567455,64,0.004637009129111723,13558,0.9823214026952616,68,0.004926822199681206,IL
6698,Clinton,1062,0.028070731900721593,1372,0.0362646366928343,35772,0.9455237491079217,178,0.004704887267729231,IL
6709,Coles,1183,0.02193828351012536,2093,0.03881388621022179,50374,0.9341666048512721,529,0.009810103108078035,IL
6720,Cook,1251133,0.24055855180303598,1313381,0.25252713446581876,3423226,0.658192445610898,334115,0.06424114825176169,IL
6731,Crawford,375,0.01894513488936041,953,0.048145902798827925,18499,0.9345761341820754,103,0.005203597049610993,IL
6742,Cumberland,72,0.0065211484466986686,51,0.004619146816411557,10862,0.9837877003894575,38,0.003441717235757631,IL
6753,DeKalb,10695,0.1016625317249836,6882,0.06541762910998945,93645,0.8901531354264693,2549,0.024229807701447705,IL
6764,De,353,0.02132157525972457,106,0.006402512684223242,16189,0.9778328098574535,72,0.004348876540227108,IL
6775,Douglas,1197,0.0599399098647972,100,0.005007511266900351,19551,0.9790185277916875,84,0.004206309464196294,IL
6786,DuPage,122354,0.13317239247510787,43853,0.04773042914176002,760405,0.8276390890370106,95174,0.10358916979768472,IL
6797,Edgar,177,0.009552077711818673,84,0.004533189422558014,18257,0.9852671343766864,50,0.002698327037236913,IL
6808,Edwards,69,0.010254123941150245,41,0.006093030167929856,6599,0.9806806360529053,24,0.0035666518056174765,IL
6819,Effingham,591,0.017263539171583804,106,0.003096336974937197,33683,0.9839048898755623,150,0.00438160892679792,IL
6830,Fayette,310,0.01401129943502825,1018,0.04601129943502825,20825,0.9412429378531073,58,0.0026214689265536724,IL
6841,Ford,288,0.020461811722912965,109,0.007744227353463588,13767,0.9781172291296625,50,0.003552397868561279,IL
6852,Franklin,486,0.01227954924452979,148,0.003739451210268331,38797,0.980266814897165,122,0.003082520592248219,IL
6863,Fulton,912,0.024615384615384615,1346,0.03632928475033738,35048,0.9459649122807018,125,0.0033738191632928477,IL
6874,Gallatin,67,0.012015781922525108,34,0.006097560975609756,5456,0.9784791965566715,19,0.0034074605451936872,IL
6885,Greene,110,0.00793307370546661,135,0.009736045002163565,13599,0.9807442665512766,29,0.0020914467041684695,IL
6896,Grundy,4114,0.08204371410338226,645,0.012862954690491386,48472,0.9666560306317805,350,0.0069798978940650925,IL
6907,Hamilton,96,0.011362291395431412,43,0.0050893596875369864,8289,0.981062847674281,31,0.00366907326310806,IL
6918,Hancock,182,0.009533787323205867,74,0.0038763750654793087,18780,0.9837611314824516,53,0.0027763226820324777,IL
6929,Hardin,56,0.012987012987012988,30,0.006957328385899814,4191,0.9719387755102041,33,0.007653061224489796,IL
6940,Henderson,81,0.011056511056511056,34,0.004641004641004641,7190,0.9814359814359814,27,0.0036855036855036856,IL
6951,Henry,2422,0.048019350489710136,812,0.01609897299655022,48687,0.9652841111860105,191,0.0037868273920456798,IL
6962,Iroquois,1598,0.05387727579231288,240,0.008091706001348618,28911,0.9747471341874578,120,0.004045853000674309,IL
6973,Jackson,2454,0.04065539006974702,8747,0.14491144944583423,47879,0.7932108480641474,1946,0.03223935985155978,IL
6984,Jasper,76,0.007842327933133835,32,0.0033020328139510887,9565,0.9869982457950676,29,0.002992467237643174,IL
6995,Jefferson,837,0.021568829562438798,3295,0.08490955006957687,34550,0.890326238210586,255,0.006571148791424007,IL
7006,Jersey,228,0.00993723849372385,124,0.005404463040446304,22430,0.9775976290097629,84,0.0036610878661087866,IL
7017,Jo,600,0.026484219819024497,122,0.005385124696534981,22225,0.9810196424630324,80,0.0035312293092032666,IL
7028,Johnson,375,0.02978317846080534,1045,0.08299579064411088,11365,0.9026288618854738,36,0.0028591851322373124,IL
7039,Kane,159376,0.3085698133007034,31395,0.0607842415958211,451877,0.8748845593118283,18889,0.03657122279036358,IL
7050,Kankakee,10236,0.09018343289105038,17497,0.15415587390530563,92452,0.814540712938979,1103,0.009717890433648747,IL
7061,Kendall,18080,0.15680288628321654,6835,0.05927808228682439,102312,0.8873239436619719,3595,0.031178450010407272,IL
7072,Knox,2570,0.048564787694400875,3904,0.07377312496456849,47344,0.8946503146317958,351,0.006632778397173038,IL
7083,Lake,140827,0.19986914487167115,51617,0.07325758306887918,587580,0.833924688757813,45825,0.0650372695842724,IL
7094,LaSalle,9157,0.08043745607870696,2256,0.019817287420941673,109151,0.9588106113843992,797,0.007001054111033029,IL
7105,Lawrence,548,0.032570579494799405,1633,0.09705794947994056,14939,0.8879049034175335,55,0.0032689450222882616,IL
7116,Lee,1800,0.0500820789627445,1758,0.04891349712028046,33393,0.929106034890515,247,0.006872374168776606,IL
7127,Livingston,1541,0.039636812593240395,1936,0.04979680024692628,36257,0.9325839806574412,203,0.005221462009362621,IL
7138,Logan,925,0.030542164696559466,2317,0.07650399524532787,27329,0.9023641286402958,194,0.00640559994717031,IL
7149,McDonough,901,0.02763040878285136,1662,0.050967524303106505,29735,0.9118648225949891,582,0.01784783342022141,IL
7160,McHenry,35478,0.11474423659085617,3554,0.011494475924344744,292099,0.9447171983751197,8059,0.026064710600533003,IL
7171,McLean,7493,0.04412007160016958,12635,0.07439705120354233,145712,0.8579772952093834,7415,0.043660794196617836,IL
7182,Macon,2104,0.019003748362913787,18151,0.16394345842930044,88531,0.7996296798085174,1160,0.01047735175902091,IL
7193,Macoupin,428,0.008952476572958501,373,0.007802041499330656,46766,0.978204484605087,131,0.002740127175368139,IL
7204,Madison,7378,0.02739990567123827,21418,0.07954068577752524,240117,0.8917298929331418,2347,0.008716126133152103,IL
7215,Marion,589,0.014942791181469925,1565,0.03970368115280209,36920,0.9366516985057208,226,0.00573356673516503,IL
7226,Marshall,308,0.024388312613825323,57,0.00451342149022092,12404,0.9821838625386017,48,0.0038007759917649854,IL
7237,Mason,116,0.007931623931623931,69,0.004717948717948718,14363,0.9820854700854701,44,0.0030085470085470085,IL
7248,Massac,312,0.02024133904242896,890,0.057739717140262097,14111,0.9154664590631894,61,0.00395744128714156,IL
7259,Menard,125,0.009846396218983852,81,0.0063804647499015365,12418,0.9781803859787318,46,0.0036234738085860574,IL
7270,Mercer,299,0.018202849141604773,65,0.003957141117740168,16187,0.98544989650554,55,0.003348350176549373,IL
7281,Monroe,456,0.013822370415277356,93,0.0028190360715368294,32455,0.9837829645347075,150,0.004546832373446499,IL
7292,Montgomery,461,0.015327836148423993,958,0.03185263997872057,28760,0.956244181407102,110,0.0036574012501662456,IL
7303,Morgan,723,0.020360461841734723,2146,0.06043368065333709,32523,0.9158828499014362,175,0.004928189242466911,IL
7314,Moultrie,129,0.008685114118359927,63,0.004241567360129267,14648,0.9861980744630714,36,0.002423752777216724,IL
7325,Ogle,4770,0.08919722497522299,509,0.009518110589599267,51949,0.9714269686033248,285,0.005329393945060493,IL
7336,Peoria,7194,0.038612856997171395,33353,0.17901787870818148,141364,0.7587528379966829,5965,0.032016359742580956,IL
7347,Perry,614,0.027480642706888065,1875,0.08391890077429172,19958,0.8932551582151009,92,0.0041176207313252475,IL
7358,Piatt,159,0.009518108350793175,72,0.004310086800359174,16418,0.9828195151152349,59,0.0035318766836276564,IL
7369,Pike,169,0.01029985372988786,294,0.017918088737201365,15945,0.9717820575329108,47,0.002864456362749878,IL
7380,Pope,76,0.016998434354730484,292,0.06530977409975397,4095,0.9159024826660702,19,0.004249608588682621,IL
7391,Pulaski,108,0.017541010232255967,1965,0.3191489361702128,3997,0.6491797953548806,33,0.005359753126522657,IL
7402,Putnam,245,0.04078574995838189,51,0.008490094889295821,5874,0.977859164308307,18,0.002996504078574996,IL
7413,Randolph,883,0.026407871519574126,3278,0.09803511080539522,29654,0.8868618596165924,111,0.0033196758082363847,IL
7424,Richland,201,0.012395929694727104,90,0.005550416281221091,15842,0.9769966080789393,106,0.0065371569534381745,IL
7435,Rock,17170,0.11639336483252778,13710,0.09293844099324146,126977,0.8607618105031962,2516,0.01705566138140011,IL
7446,St.,8876,0.03282313742747366,82942,0.3067166138473998,177525,0.6564812383745225,3386,0.01252130952336929,IL
7457,Saline,343,0.013757420182897481,997,0.039988769452911924,23292,0.9342210813412481,108,0.004331782448259265,IL
7468,Sangamon,3561,0.018001031230095742,23636,0.11948114972045576,166355,0.8409327577316982,3280,0.01658056232370515,IL
7479,Schuyler,98,0.01299217817844359,242,0.03208272570595254,7222,0.9574439878032613,23,0.003049184674532679,IL
7490,Scott,46,0.008611007113440658,33,0.006177461624859603,5250,0.9827779857731187,16,0.002995132909022838,IL
7501,Shelby,166,0.007432281173046788,69,0.0030893216924110143,22059,0.9876427132303559,62,0.0027759122453548243,IL
7512,Stark,59,0.009871172829178518,48,0.008030784674585912,5846,0.9780826501589426,24,0.004015392337292956,IL
7523,Stephenson,1455,0.030535792986211674,4340,0.09108270897605406,41804,0.8773321580725724,312,0.006547881382610338,IL
7534,Tazewell,2554,0.018858033123389423,1430,0.010558726455147563,131043,0.9675854481551763,1010,0.00745756204174758,IL
7545,Union,853,0.0479887482419128,186,0.010464135021097047,17194,0.9673136427566807,54,0.0030379746835443038,IL
7556,Vermilion,3466,0.042501011636889796,10701,0.13121850130593127,68442,0.8392539637772682,608,0.007455457321185516,IL
7567,Wabash,149,0.012506295114990768,90,0.007554137988920598,11592,0.972972972972973,71,0.005959375524592916,IL
7578,Warren,1485,0.08388882612134223,306,0.01728618235227658,16973,0.958818212631341,97,0.005479606824087674,IL
7589,Washington,193,0.01313103823649476,111,0.007552047897673153,14420,0.9810858620220438,46,0.003129677507143829,IL
7600,Wayne,168,0.010039440659734672,64,0.0038245488227560656,16469,0.9841639775307757,73,0.004362376000956137,IL
7611,White,147,0.010050594831122658,76,0.0051962258990838235,14386,0.9835908655818406,35,0.0023929987693149185,IL
7622,Whiteside,6430,0.11001231864221188,891,0.0152443197372023,56168,0.9609909663290446,313,0.005355187517109225,IL
7633,Will,106558,0.15700378814109978,77509,0.11420265597166335,555273,0.8181456526255457,31929,0.04704455743873923,IL
7644,Williamson,1351,0.020355889044584068,2562,0.038602359535325224,61942,0.9332971718724103,565,0.008513010592294595,IL
7655,Winnebago,32270,0.10934275752472665,36886,0.12498348168754468,242646,0.8221748603143731,6991,0.02368810715386935,IL
7666,Woodford,537,0.013890685222069894,195,0.0050441035722600175,37795,0.9776507410952171,209,0.00540624434155048,IL
7677,Adams,1406,0.04087684614490057,130,0.003779509245261077,33876,0.9848819630189557,84,0.002442144435399465,IN
7688,Allen,23279,0.06541691021087181,42704,0.12000359696056832,292188,0.8210849332314194,10029,0.028182748077874197,IN
7699,Bartholomew,4832,0.06287164140264134,1526,0.01985557218138052,71164,0.9259514670483378,2661,0.034623641923101946,IN
7710,Benton,434,0.04882988298829883,61,0.006863186318631863,8698,0.9786228622862286,30,0.0033753375337533752,IN
7721,Blackford,106,0.00831568212128344,67,0.005256138699301797,12484,0.9793676943594571,40,0.003137993253314505,IN
7732,Boone,1275,0.022411277706491362,511,0.008982088555307518,54591,0.9595718127647607,966,0.016979838638800513,IN
7743,Brown,158,0.010382441845183336,81,0.005322644237087659,14874,0.9773951899066895,59,0.0038769877776317517,IN
7754,Carroll,685,0.03397480408689614,74,0.0036702708064676125,19826,0.9833349866084714,38,0.0018847336573752603,IN
7765,Cass,4829,0.12393173360708327,675,0.01732323880405492,36880,0.946490440138586,438,0.011240857179520083,IN
7776,Clark,5394,0.04876593436398156,7918,0.07158484766295994,99030,0.8953078383509628,930,0.008407919717927854,IN
7787,Clay,300,0.01116237535347522,102,0.0037952076201815746,26413,0.9827727340378033,61,0.002269682988539961,IN
7798,Clinton,4361,0.13122103869531204,167,0.005024974423782873,32618,0.9814647649996991,81,0.0024372630438707346,IN
7809,Crawford,127,0.011840387842625396,50,0.004661570016781652,10482,0.9772515383181055,30,0.0027969420100689914,IN
7820,Daviess,1311,0.04133560348089292,185,0.005833018035061168,30991,0.9771408752680035,159,0.00501324252743095,IN
7831,Dearborn,508,0.010139720558882235,300,0.005988023952095809,49022,0.9784830339321358,185,0.003692614770459082,IN
7842,Decatur,426,0.016529566971907498,94,0.00364736923793264,25204,0.97796057737079,181,0.007023125873040509,IN
7853,DeKalb,1029,0.02433487052146151,166,0.003925741988884947,41397,0.9789996452642781,197,0.004658862480785148,IN
7864,Delaware,2175,0.018484052724166943,8244,0.07006093363587691,105572,0.8971946731934495,1199,0.010189599639667202,IN
7875,Dubois,2500,0.05970149253731343,155,0.0037014925373134327,41145,0.9825671641791045,198,0.004728358208955224,IN
7886,Elkhart,27938,0.14135373344261964,11780,0.059601509769992816,178336,0.902300071845623,2060,0.010422674883377352,IN
7897,Fayette,230,0.00947203689976114,312,0.012849023968371634,23604,0.9720780825302693,84,0.003459352606869286,IN
7908,Floyd,2009,0.026901806398050322,3913,0.05239759504010498,68384,0.9157058878667363,733,0.009815343001379236,IN
7919,Fountain,366,0.021218621369354745,51,0.002956693141631399,16943,0.9822598411502116,45,0.0026088468896747637,IN
7930,Franklin,200,0.008677919035015403,55,0.002386427734629236,22740,0.9866793942812514,59,0.002559986115329544,IN
7941,Fulton,867,0.04159470351180196,161,0.007724045288812128,20186,0.9684321627326808,108,0.0051813471502590676,IN
7952,Gibson,450,0.013418015922712228,597,0.017801234457464888,32164,0.959060142529147,159,0.004741032292691654,IN
7963,Grant,2561,0.036598785280457305,4950,0.0707395498392283,62805,0.897534833869239,440,0.006287959985709182,IN
7974,Greene,324,0.009757566631531395,62,0.001867188676404156,32682,0.9842493600361392,98,0.002951362746574311,IN
7985,Hamilton,9599,0.03472991063352509,9936,0.035949202214262455,247867,0.8968016208980064,13558,0.04905387315025869,IN
7996,Hancock,1234,0.017565836298932384,1468,0.02089679715302491,67206,0.9566690391459075,577,0.008213523131672599,IN
8007,Harrison,582,0.014773823424887039,190,0.004823069502969996,38569,0.9790577245265777,150,0.003807686449713154,IN
8018,Hendricks,4432,0.030383842815715687,7244,0.04966167810402627,132984,0.911679817916321,3135,0.021492181233589504,IN
8029,Henry,731,0.014774840326623009,1076,0.021747918182553158,47613,0.9623453795779772,159,0.0032136793596895465,IN
8040,Howard,2306,0.027860335870484476,5763,0.06962667633200435,74049,0.894635737586082,775,0.009363295880149813,IN
8051,Huntington,655,0.017650704680805197,198,0.005335632865342639,36255,0.9769867148131182,172,0.004634994206257242,IN
8062,Jackson,2417,0.056754408622349546,310,0.007279216662361754,41304,0.9698734355554512,369,0.0086646159626177,IN
8073,Jasper,1821,0.05431119329535626,233,0.006949208148170241,32764,0.977183930328969,132,0.003936890453040651,IN
8084,Jay,559,0.026372900547273072,84,0.003963011889035667,20842,0.9832987356104925,76,0.0035855821853179844,IN
8095,Jefferson,783,0.024171142804223004,565,0.017441501512625794,31131,0.9610112983885905,213,0.006575291720689017,IN
8106,Jennings,590,0.020701754385964912,215,0.007543859649122807,27888,0.9785263157894737,72,0.0025263157894736842,IN
8117,Johnson,4329,0.030919440893085445,1664,0.01188495025319801,133216,0.951481690462756,2854,0.020384403859751873,IN
8128,Knox,638,0.016612420257778936,1022,0.02661111834396563,36667,0.9547454758494988,212,0.005520114568415571,IN
8139,Kosciusko,5700,0.07367387033398821,608,0.007858546168958742,74989,0.969250853065867,663,0.008569434391479681,IN
8150,LaGrange,1321,0.03557386761458502,142,0.0038239887973285937,36538,0.983950018850649,120,0.003231539828728389,IN
8161,Lake,82955,0.1672543907931957,130668,0.26345364036122354,348341,0.7023273068928043,6461,0.01302670868440525,IN
8172,LaPorte,6113,0.05484232718790652,12159,0.10908356883326605,96133,0.8624500964428296,635,0.005696855515184138,IN
8183,Lawrence,596,0.012921689359118896,211,0.004574624924117596,45085,0.9774737663689186,221,0.004791431792559188,IN
8194,Madison,4234,0.03216298749639173,11113,0.08441834672824783,117294,0.8910074292399083,585,0.004443870497257714,IN
8205,Marion,85127,0.09407566544882294,246276,0.272164866423982,611950,0.6762790121983295,19041,0.02104261568962888,IN
8216,Marshall,3954,0.08409187579753297,274,0.005827307528711187,45826,0.9746065504040834,227,0.004827732879625691,IN
8227,Martin,83,0.008028632230605534,25,0.0024182627200619077,10177,0.9844263880828014,36,0.003482298316889147,IN
8238,Miami,964,0.026195652173913044,1669,0.04535326086956522,34048,0.9252173913043479,145,0.003940217391304348,IN
8249,Monroe,4094,0.029576223432691336,4607,0.033282281718223984,122857,0.8875540015315485,7316,0.05285287020849287,IN
8260,Montgomery,1744,0.04577908441831163,330,0.00866232675346493,36999,0.9712043259134817,224,0.005879882402351953,IN
8271,Morgan,834,0.012076280389800322,187,0.002707751118576331,67764,0.9812195016000348,260,0.003764787651496503,IN
8282,Newton,684,0.048023590535701745,75,0.0052657445762830865,13956,0.9798497507547568,57,0.004001965877975145,IN
8293,Noble,4582,0.09637996676552871,231,0.004858963841736607,46543,0.9790075934456575,189,0.003975515870511769,IN
8304,Ohio,69,0.011276352345154436,32,0.0052296126818107535,5990,0.9789181238764504,34,0.005556463474423926,IN
8315,Orange,202,0.010202020202020202,168,0.008484848484848486,19289,0.9741919191919192,76,0.0038383838383838384,IN
8326,Owen,212,0.009827554236973854,85,0.003940292972371593,21196,0.9825699981457445,83,0.0038475801965510846,IN
8337,Parke,206,0.011885529656127394,415,0.023944149549965384,16728,0.9651511654742673,46,0.002654050311562428,IN
8348,Perry,189,0.009779065555957986,484,0.02504268639726807,18619,0.9633673099808558,80,0.004139287007812904,IN
8359,Pike,115,0.008962668537136622,47,0.003663003663003663,12647,0.9856597303405814,42,0.0032733224222585926,IN
8370,Porter,14046,0.08533829104695247,5063,0.030760911830465636,154471,0.9385085544862448,2045,0.012424662195003402,IN
8381,Posey,262,0.010114658533760569,229,0.00884067482530981,25306,0.9769524765471181,91,0.003513106589970274,IN
8392,Pulaski,290,0.02172121938431578,96,0.0071904726237735,13067,0.9787281851546701,49,0.0036701370683843906,IN
8403,Putnam,608,0.01603967709597425,1521,0.04012557378779085,35615,0.9395610193636891,278,0.007333931303751385,IN
8414,Randolph,781,0.02988558527532239,140,0.005357211188918226,25613,0.9801017870125894,72,0.0027551371828722303,IN
8425,Ripley,440,0.015270354688692997,94,0.0032623030471298675,28292,0.9818838064829597,148,0.005136392031651281,IN
8436,Rush,182,0.010485078926143565,142,0.00818066597534278,16999,0.979317893766563,70,0.004032722663901371,IN
8447,St.,19591,0.07338525102917655,34835,0.130487224725709,218655,0.8190522211109488,5186,0.01942605848794393,IN
8458,Scott,333,0.013775130305286671,91,0.003764374948291553,23798,0.9844460991147513,115,0.004757177132456358,IN
8469,Shelby,1641,0.036966952760694734,460,0.010362460859183168,43085,0.9705796219954496,254,0.005721880561375054,IN
8480,Spencer,477,0.02281423378611058,129,0.006169887124545629,20518,0.9813468528792807,78,0.0037306294241438685,IN
8491,Starke,756,0.03234639739859661,98,0.004193051514632894,22928,0.9810029094643162,56,0.002396029436933082,IN
8502,Steuben,966,0.02827454997804771,207,0.00605883213815308,33393,0.9774037757939412,172,0.005034391921557149,IN
8513,Sullivan,281,0.013088639433601938,989,0.04606642135171643,20195,0.9406586240626019,55,0.0025618333410964648,IN
8524,Switzerland,128,0.012058407913330193,51,0.0048045219029674985,10427,0.9822892133772962,36,0.003391427225624117,IN
8535,Tippecanoe,13071,0.07557107589484456,7115,0.0411359654955106,151057,0.8733486352572516,10899,0.06301347687077583,IN
8546,Tipton,317,0.019943378420887073,56,0.003523120478137779,15625,0.9830135262661214,74,0.004655552060396351,IN
8557,Union,80,0.010638297872340425,44,0.005851063829787234,7340,0.976063829787234,37,0.004920212765957447,IN
8568,Vanderburgh,4004,0.022265101510846173,16606,0.0923412276945833,156749,0.8716364627181885,2060,0.0114550722058799,IN
8579,Vermillion,105,0.006502353232598465,49,0.00303443150854595,15911,0.9853232598464207,46,0.002848649987614565,IN
8590,Vigo,2565,0.02375923970432946,7517,0.06962892976898423,95952,0.8887900850330684,1805,0.01671946497712073,IN
8601,Wabash,721,0.021964296594163164,196,0.005970876744044355,31968,0.9738621824163772,140,0.004264911960031682,IN
