,County Name,hispanic,his_total,black,black_total,white,white_total,asian,asian_total,State
17016,Marion,413,0.014343764109332129,1416,0.049178619803424445,26577,0.9230368492341888,158,0.0054874448650713715,MO
17027,Mercer,30,0.007942811755361398,20,0.0052952078369075985,3680,0.9743182419909981,14,0.003706645485835319,MO
17038,Miller,359,0.014526179493404548,112,0.004531844298778021,24041,0.9727684713118071,67,0.0027110140001618517,MO
17049,Mississippi,229,0.015913829047949964,3427,0.23815149409312023,10752,0.7471855455177207,24,0.0016678248783877692,MO
17060,Moniteau,579,0.037077356557377046,591,0.03784579918032787,14753,0.9447361680327869,50,0.003201844262295082,MO
17071,Monroe,86,0.009792757913914825,212,0.024140286950580733,8362,0.9521749032111136,25,0.0028467319517194263,MO
17082,Montgomery,168,0.013724368924107508,194,0.01584837840045748,11822,0.9657707703618985,37,0.003022628870190344,MO
17093,Morgan,369,0.01794834379104042,145,0.007052872221411547,19885,0.967216304294956,71,0.003453475363587723,MO
17104,New,221,0.011672124220978134,2965,0.15659659871131298,15544,0.8209570085560367,75,0.003961128129291222,MO
17115,Newton,2560,0.044049073420857926,483,0.00831082127432593,53207,0.9155152537123389,818,0.014075055491508509,MO
17126,Nodaway,291,0.012444406431748205,567,0.024247348614437222,22192,0.9490249743414301,361,0.01543790626069107,MO
17137,Oregon,131,0.011994140267350302,30,0.0027467496795458707,10577,0.9684123786852225,29,0.0026551913568943417,MO
17148,Osage,75,0.005409304002884962,36,0.002596465921384782,13711,0.9888928957807429,12,0.0008654886404615939,MO
17159,Ozark,117,0.012027138157894737,29,0.0029810855263157896,9511,0.9776932565789473,11,0.0011307565789473685,MO
17170,Pemiscot,331,0.018124076000657068,4871,0.2667141214477359,12990,0.7112741608717078,47,0.002573509281060067,MO
17181,Perry,276,0.014574642234778477,80,0.00422453398109521,18533,0.9786661033954692,81,0.0042773406558589,MO
17192,Pettis,3050,0.0721261853524724,1312,0.03102608366637501,39572,0.9357958710714877,249,0.005888334476316598,MO
17203,Phelps,941,0.020772168384803866,1020,0.022516059248140218,41755,0.9217235822608772,1318,0.029094280479459615,MO
17214,Pike,330,0.017831090938563787,1312,0.07089209488301723,16858,0.9108985789160858,45,0.0024315124007132437,MO
17225,Platte,4493,0.050102032851232756,5385,0.060048841955016335,79392,0.8853106147618676,2097,0.023383922298917226,MO
17236,Polk,634,0.02036031985612897,260,0.0083496579851633,30160,0.9685603262789428,101,0.003243520986544205,MO
17247,Pulaski,4732,0.0896161202961953,6267,0.11868643827055281,42050,0.7963562676363085,1414,0.026778781508626403,MO
17258,Putnam,37,0.007441673370876911,25,0.00502815768302494,4870,0.9794851166532582,17,0.003419147224456959,MO
17269,Ralls,93,0.009145442029698102,106,0.01042383715212902,9936,0.9770872258825843,13,0.0012783951224309175,MO
17280,Randolph,419,0.01647206824704171,1494,0.058733341195895745,23251,0.9140621928686559,109,0.0042850965129535715,MO
17291,Ray,430,0.018318139217858055,296,0.012609695833688336,22692,0.9666865468177558,54,0.0023004174831728723,MO
17302,Reynolds,61,0.009115361625821878,52,0.007770472205618649,6484,0.9689181111775254,13,0.0019426180514046623,MO
17313,Ripley,137,0.009714245196057576,71,0.005034389846132028,13702,0.9715663334042403,48,0.0034035311635822164,MO
17324,St.,10103,0.027939557856427787,15262,0.0422066249633575,331254,0.91607347304495,8047,0.022253748596523248,MO
17335,St.,163,0.01659370864298076,62,0.006311717397943601,9538,0.9709864603481625,11,0.0011198208286674132,MO
17346,Ste.,139,0.007668542425245503,126,0.006951340615690168,17733,0.9783184376034426,43,0.0023722829085291845,MO
17357,St.,787,0.012015634065162295,2787,0.04255091758526978,61481,0.9386698830498641,238,0.0036336987388927906,MO
17368,St.,25185,0.025213213586002738,234712,0.23497493695445204,709186,0.709980468143853,35220,0.03525945533051485,MO
17379,Saline,1917,0.08190207639066906,1272,0.05434503973340169,21195,0.905537041784158,132,0.005639579594975647,MO
17390,Schuyler,31,0.006999322646195529,17,0.0038383382253330323,4349,0.9819372318807857,9,0.0020320614134116052,MO
17401,Scotland,37,0.007641470466749277,18,0.0037174721189591076,4766,0.9843040066088393,9,0.0018587360594795538,MO
17412,Scott,730,0.01860441408838371,4487,0.11435343289668179,33913,0.8642897191498038,128,0.003262143840154952,MO
17423,Shannon,128,0.015171269408557545,47,0.005570700485954723,8133,0.9639682351546758,19,0.0022519853028327604,MO
17434,Shelby,68,0.010675039246467817,45,0.00706436420722135,6241,0.9797488226059654,13,0.0020408163265306124,MO
17445,Stoddard,357,0.011901190119011902,275,0.009167583425009167,29284,0.9762309564289763,52,0.0017335066840017334,MO
17456,Stone,554,0.017219942807410172,85,0.0026420489866965063,31412,0.9763769737660077,94,0.0029217953499937836,MO
17467,Sullivan,1198,0.17814126394052043,55,0.008178438661710037,6540,0.9724907063197026,14,0.0020817843866171005,MO
17478,Taney,2513,0.04842657005761856,490,0.009442506696471585,49571,0.9552540805118224,343,0.00660975468753011,MO
17489,Texas,422,0.01620085995085995,899,0.03451320638820639,24442,0.9383445945945946,77,0.0029560810810810812,MO
17500,Vernon,348,0.016444570456478593,134,0.006332104716000378,20505,0.9689537850864758,107,0.005056232870239108,MO
17511,Warren,970,0.029799391723756567,628,0.019292802064452705,31075,0.9546557709440571,134,0.004116617001013794,MO
17522,Washington,254,0.010077365602063083,566,0.022455861932156318,24212,0.9606030549494148,52,0.002063082721682206,MO
17533,Wayne,128,0.009482183865471516,57,0.004222535002592785,13151,0.9742203126157493,30,0.0022223868434698866,MO
17544,Webster,615,0.016948218370215228,335,0.009231956348003417,35086,0.9669027475404415,81,0.002232204370711274,MO
17555,Worth,22,0.010208816705336427,19,0.008816705336426913,2076,0.9633410672853828,5,0.002320185614849188,MO
17566,Wright,239,0.012677027528775262,94,0.004985943881610354,18378,0.9748050708110115,52,0.0027581817217418978,MO
17577,St.,11208,0.03511762272995025,157967,0.4949523117221672,143788,0.45052576169647446,9483,0.029712742357969144,MO
17588,Beaverhead,341,0.03685291256889658,32,0.003458337836377391,8873,0.9589322381930184,39,0.0042148492380849455,MT
17599,Big,516,0.03995663620876568,31,0.002400495586185535,4152,0.321511537865882,62,0.00480099117237107,MT
17610,Blaine,107,0.01644382972183802,12,0.0018441678192715537,3192,0.49054863992623327,21,0.003227293683725219,MT
17621,Broadwater,125,0.022206430982412508,7,0.0012435601350151003,5453,0.9687333451767632,9,0.0015988630307337006,MT
17632,Carbon,182,0.0180466038671294,25,0.002478929102627665,9834,0.9751115518096183,31,0.0030738720872583044,MT
17643,Carter,13,0.011265164644714038,0,0.0,1091,0.9454072790294628,2,0.0017331022530329288,MT
17654,Cascade,2745,0.03367313141721562,1032,0.01265962536341221,73389,0.9002686490266073,721,0.008844563844011825,MT
17665,Chouteau,112,0.019300361881785282,19,0.0032741685335171463,4416,0.7609856970532484,39,0.0067206617266930896,MT
17676,Custer,267,0.022814662906946937,42,0.0035888233786208665,11218,0.9585576347944972,51,0.004357856959753909,MT
17687,Daniels,33,0.01877133105802048,1,0.0005688282138794084,1675,0.9527872582480091,3,0.0017064846416382253,MT
17698,Dawson,171,0.019136078782453,27,0.0030214861235452104,8575,0.9596016114592659,46,0.005147717099373322,MT
17709,Deer,266,0.02862061545082849,39,0.004196255648805681,8701,0.9361953948784162,47,0.0050570260383042825,MT
17720,Fallon,41,0.014201593349497749,1,0.00034638032559750607,2810,0.973328714928992,6,0.0020782819535850364,MT
17731,Fergus,173,0.014936971162148161,27,0.0023312035917803487,11224,0.9690899671904679,36,0.003108271455707132,MT
17742,Flathead,2203,0.02423515692896668,179,0.0019691752565978373,87178,0.9590433548585824,473,0.005203463108216631,MT
17753,Gallatin,2565,0.028608713109817305,282,0.0031452854179214347,85926,0.9583751589372951,1028,0.011465792232706508,MT
17764,Garfield,17,0.014261744966442953,1,0.0008389261744966443,1134,0.9513422818791947,2,0.0016778523489932886,MT
17775,Glacier,263,0.01955244963199762,19,0.0014125343840606646,4238,0.3150695115604788,39,0.0028994126830718904,MT
17786,Golden,38,0.042986425339366516,4,0.004524886877828055,803,0.9083710407239819,5,0.005656108597285068,MT
17797,Granite,49,0.01589876703439325,2,0.0006489292667099286,2996,0.9720960415314731,3,0.000973393900064893,MT
17808,Hill,401,0.02482664685487865,58,0.0035908865775136204,12011,0.7436230807330362,73,0.004519564140663695,MT
17819,Jefferson,242,0.021183473389355743,34,0.002976190476190476,10948,0.9583333333333334,38,0.003326330532212885,MT
17830,Judith,29,0.01402321083172147,1,0.00048355899419729207,2001,0.9676015473887815,2,0.0009671179883945841,MT
17841,Lake,1037,0.03604950288535076,94,0.0032677466453451993,20090,0.698393937287075,122,0.004241117986511854,MT
17852,Lewis,1615,0.02538509902546369,222,0.0034894687205281358,60232,0.946746306193021,367,0.005768626218170387,MT
17863,Liberty,14,0.005972696245733789,0,0.0,2289,0.9765358361774744,1,0.0004266211604095563,MT
17874,Lincoln,491,0.02496187086934418,38,0.0019318759532282665,18943,0.9630401626842908,66,0.003355363497712252,MT
17885,McCone,13,0.007466973004020678,2,0.0011487650775416428,1686,0.9684089603676048,1,0.0005743825387708214,MT
17896,Madison,166,0.021583669223768042,18,0.0023403978676374984,7481,0.9726953582108958,26,0.003380574697698609,MT
17907,Meagher,28,0.01483836777954425,1,0.0005299417064122947,1819,0.963963963963964,3,0.001589825119236884,MT
17918,Mineral,80,0.018961839298411946,10,0.002370229912301493,4006,0.9495141028679782,24,0.005688551789523584,MT
17929,Missoula,2905,0.026531134126070836,438,0.004000219190092608,102080,0.9322885272252361,1248,0.011397884815606335,MT
17940,Musselshell,114,0.025,6,0.0013157894736842105,4412,0.9675438596491228,8,0.0017543859649122807,MT
17951,Park,310,0.019861609431060995,30,0.0019220912352639673,15161,0.9713608405945668,55,0.0035238339313172734,MT
17962,Petroleum,9,0.01818181818181818,0,0.0,446,0.901010101010101,0,0.0,MT
17973,Phillips,97,0.022828900917863028,17,0.004000941397975994,3725,0.87667686514474,27,0.0063544363379618735,MT
17984,Pondera,91,0.014772727272727272,19,0.0030844155844155846,5125,0.8319805194805194,28,0.004545454545454545,MT
17995,Powder,21,0.012062033314187249,0,0.0,1648,0.9465824238943136,1,0.0005743825387708214,MT
18006,Powell,110,0.015665052691540872,52,0.00740529763600114,6511,0.9272287097692965,25,0.0035602392480774707,MT
18017,Prairie,13,0.010933557611438183,0,0.0,1136,0.9554247266610597,1,0.0008410428931875525,MT
18028,Ravalli,1176,0.029175349806490027,75,0.0018606728192914557,38927,0.9657388111541133,213,0.005284310806787734,MT
18039,Richland,263,0.02694948252894764,22,0.002254329337022236,9358,0.9589097243570038,25,0.0025617378829798135,MT
18050,Roosevelt,134,0.012819286329283459,13,0.001243662106572276,3802,0.3637233330144456,46,0.004400650530948053,MT
18061,Rosebud,279,0.03014912470283121,34,0.003674086881348606,5751,0.6214609898422304,51,0.005511130322022909,MT
18072,Sanders,233,0.020470918994904233,41,0.0036021788789316464,10483,0.9210156387278159,39,0.003426462836056932,MT
18083,Sheridan,43,0.012733195143618597,5,0.0014806040864672786,3220,0.9535090316849274,12,0.0035534498075214687,MT
18094,Silver,1224,0.03575392884267103,110,0.003213179879651808,32579,0.9516562481743296,141,0.004118712391190045,MT
18105,Stillwater,181,0.019844315316303037,20,0.002192742023900888,8873,0.972809998903629,22,0.0024120162262909767,MT
18116,Sweet,43,0.011871893981225842,4,0.0011043622308117063,3497,0.9654886802871342,11,0.003036996134732192,MT
18127,Teton,79,0.012991284328235488,10,0.00164446637066272,5871,0.9654662062160829,8,0.001315573096530176,MT
18138,Toole,126,0.023608768971332208,24,0.004496908375491849,4953,0.9280494659921305,15,0.002810567734682406,MT
18149,Treasure,21,0.029453015427769985,1,0.001402524544179523,634,0.8892005610098177,4,0.005610098176718092,MT
18160,Valley,120,0.016306563391765186,36,0.004891969017529555,6430,0.8737600217420846,46,0.0062508493001766545,MT
18171,Wheatland,26,0.012003693444136657,2,0.0009233610341643582,2074,0.9575253924284395,2,0.0009233610341643582,MT
18182,Wibaux,9,0.008928571428571428,0,0.0,937,0.9295634920634921,3,0.002976190476190476,MT
18193,Yellowstone,6953,0.046842998814271855,986,0.006642772447989652,136593,0.9202395709819985,966,0.006508030613344831,MT
18204,Adams,2561,0.08159169109213713,268,0.00853829488976679,30108,0.9592200841085765,429,0.013667643685484898,NE
18215,Antelope,149,0.022358943577430974,25,0.003751500600240096,6545,0.9821428571428571,25,0.003751500600240096,NE
18226,Arthur,21,0.04535637149028078,0,0.0,457,0.9870410367170627,1,0.0021598272138228943,NE
18237,Banner,29,0.042028985507246375,9,0.013043478260869565,645,0.9347826086956522,6,0.008695652173913044,NE
18248,Blaine,15,0.03138075313807531,3,0.006276150627615063,455,0.9518828451882845,4,0.008368200836820083,NE
18259,Boone,61,0.01109090909090909,21,0.0038181818181818182,5422,0.9858181818181818,15,0.0027272727272727275,NE
18270,Box,1155,0.1023482498892335,83,0.007354895879486043,10494,0.9299069561364643,59,0.005228178998670802,NE
18281,Boyd,36,0.0170859041290935,7,0.0033222591362126247,2060,0.9776934029425723,16,0.007593735168485999,NE
18292,Brown,35,0.01109701965757768,4,0.0012682308180088776,3109,0.9857324032974001,10,0.0031705770450221942,NE
18303,Buffalo,3448,0.07468861691757825,400,0.008664572728257337,44445,0.9627423372684935,596,0.012910213365103434,NE
18314,Burt,137,0.020008762961881116,34,0.004965678399298963,6588,0.9621732145465167,25,0.0036512341171315906,NE
18325,Butler,191,0.02274351035960943,24,0.0028578232912598238,8268,0.9845201238390093,33,0.003929507025482257,NE
18336,Cass,641,0.025344984381795894,87,0.003439958878652485,24705,0.976829702265628,83,0.0032817998497489224,NE
18347,Cedar,105,0.011881860359850628,11,0.001244766323412923,8737,0.9886839425144279,14,0.0015842480479800838,NE
18358,Chase,430,0.1082850667338202,12,0.0030219088390833542,3898,0.9816167212289096,15,0.003777386048854193,NE
18369,Cherry,153,0.02676228791324121,38,0.0066468427496938955,5223,0.9135910442539794,32,0.005597341262900122,NE
18380,Cheyenne,625,0.06263152620503057,42,0.004208838560978054,9599,0.9619200320673414,145,0.01453051407956709,NE
18391,Clay,481,0.07351367874063885,27,0.0041265474552957355,6348,0.9701971572673086,22,0.00336237200061134,NE
18402,Colfax,4262,0.4036749384353097,142,0.013449516953968555,9941,0.9415609016859253,47,0.004451600681947339,NE
18413,Cuming,739,0.08085339168490153,26,0.0028446389496717722,8950,0.9792122538293216,34,0.0037199124726477024,NE
18424,Custer,220,0.020161290322580645,34,0.0031158357771260995,10714,0.9818548387096774,25,0.0022910557184750734,NE
18435,Dakota,7443,0.3539566292562298,664,0.031576945025680044,18581,0.8836313486779532,635,0.03019783146281149,NE
18446,Dawes,399,0.04351145038167939,155,0.016902944383860415,8308,0.9059978189749182,110,0.011995637949836423,NE
18457,Dawson,7703,0.3159168272977074,773,0.031702415617438376,22668,0.9296641102407415,176,0.007218143788705246,NE
18468,Deuel,74,0.038223140495867766,12,0.006198347107438017,1851,0.956095041322314,17,0.00878099173553719,NE
18479,Dixon,611,0.10178244211227719,31,0.005164084624354489,5861,0.9763451607529569,21,0.0034982508745627187,NE
18490,Dodge,3690,0.10052578527256381,246,0.0067017190181709214,35415,0.9648023537744844,196,0.0053395810063475635,NE
18501,Douglas,58328,0.11243366610316186,61728,0.1189875418532433,423977,0.8172625232036116,14244,0.02745688417181178,NE
18512,Dundy,103,0.05129482071713148,15,0.007470119521912351,1919,0.9556772908366534,17,0.00846613545816733,NE
18523,Fillmore,174,0.029546612328069283,42,0.007131940906775344,5758,0.977755136695534,24,0.004075394803871625,NE
18534,Franklin,31,0.009582689335394128,5,0.0015455950540958269,3189,0.9857805255023184,5,0.0015455950540958269,NE
18545,Frontier,39,0.014218009478672985,9,0.0032810791104629965,2682,0.977761574917973,14,0.005103900838497995,NE
18556,Furnas,129,0.02601855586930214,20,0.004033884630899556,4845,0.9772085518354175,20,0.004033884630899556,NE
18567,Gage,446,0.019999103179229632,79,0.003542442042957715,21770,0.9761894085467019,92,0.004125375543697592,NE
18578,Garden,86,0.041646489104116224,5,0.002421307506053269,2032,0.9840193704600484,2,0.0009685230024213075,NE
18589,Garfield,27,0.013190034196384953,9,0.004396678065461651,2020,0.986809965803615,3,0.0014655593551538837,NE
18600,Gosper,59,0.02882266731802638,14,0.006839276990718124,1994,0.9741084513922814,8,0.0039081582804103565,NE
18611,Grant,22,0.036065573770491806,12,0.019672131147540985,559,0.9163934426229509,8,0.013114754098360656,NE
18622,Greeley,57,0.02240566037735849,16,0.006289308176100629,2504,0.9842767295597484,2,0.0007861635220125787,NE
18633,Hall,13756,0.23388989016220627,1166,0.019825211684292854,54935,0.9340463155031115,645,0.010966776617812085,NE
18644,Hamilton,188,0.02058694699956198,21,0.0022996057818659658,9040,0.9899255365746824,14,0.0015330705212439773,NE
18655,Harlan,51,0.014894859813084112,9,0.002628504672897196,3385,0.9886098130841121,5,0.0014602803738317756,NE
18666,Hayes,32,0.033402922755741124,14,0.014613778705636743,901,0.9405010438413361,5,0.005219206680584551,NE
18677,Hitchcock,52,0.01790633608815427,13,0.004476584022038568,2849,0.9810606060606061,6,0.002066115702479339,NE
18688,Holt,297,0.028464634847613572,23,0.002204331991566034,10301,0.987253210657466,22,0.0021084914701935977,NE
18699,Hooker,25,0.03387533875338753,5,0.006775067750677507,721,0.9769647696476965,0,0.0,NE
18710,Howard,109,0.017376056113502313,16,0.002550613741431532,6165,0.9827833572453372,16,0.002550613741431532,NE
18721,Jefferson,190,0.025276040973792737,31,0.004123985632566184,7359,0.9789809764533723,20,0.002660635891978183,NE
18732,Johnson,425,0.0812464155993118,288,0.055056394570827755,4800,0.9176065761804626,54,0.010323073982030204,NE
18743,Kearney,223,0.03434996919285274,18,0.0027726432532347504,6387,0.9838262476894639,15,0.0023105360443622922,NE
18754,Keith,466,0.0556949922313852,36,0.004302617425600574,8140,0.9728696067885741,35,0.004183100274889447,NE
18765,Keya,19,0.023058252427184466,3,0.0036407766990291263,812,0.9854368932038835,0,0.0,NE
18776,Kimball,239,0.06256544502617802,28,0.007329842931937173,3652,0.956020942408377,27,0.007068062827225131,NE
18787,Knox,204,0.023467157483032325,43,0.00494650868514897,7800,0.897273668468883,32,0.0036811227424364433,NE
18798,Lancaster,16912,0.059103728581363736,10323,0.03607661956867419,255948,0.8944820909970959,10130,0.035402126923439844,NE
18809,Lincoln,2621,0.07226357871519162,265,0.007306313757926662,35104,0.9678522194651227,207,0.005707196029776675,NE
18820,Logan,14,0.01818181818181818,0,0.0,766,0.9948051948051948,0,0.0,NE
18831,Loup,23,0.03627760252365931,3,0.00473186119873817,627,0.9889589905362776,1,0.0015772870662460567,NE
18842,McPherson,19,0.03531598513011153,4,0.007434944237918215,521,0.9684014869888475,1,0.0018587360594795538,NE
18853,Madison,4518,0.12923340961098398,491,0.01404462242562929,33236,0.9506864988558352,182,0.005205949656750572,NE
18864,Merrick,265,0.03375366195389123,27,0.003439052350019106,7672,0.977200356642466,63,0.008024455483377914,NE
18875,Morrill,657,0.13020214030915578,20,0.003963535473642489,4898,0.9706698374950455,23,0.0045580657946888625,NE
18886,Nance,64,0.017158176943699734,12,0.0032171581769436996,3687,0.9884718498659517,3,0.0008042895442359249,NE
18897,Nemaha,130,0.017911270322402865,60,0.008266740148801324,7091,0.9769909065858363,26,0.0035822540644805732,NE
18908,Nuckolls,97,0.02156993551256393,15,0.00333555703802535,4430,0.9851011785634868,7,0.00155659328441183,NE
18919,Otoe,906,0.05743992899258226,74,0.00469156152919546,15426,0.9780003803968808,60,0.003803968807455779,NE
18930,Pawnee,44,0.01584443644220382,2,0.0007202016564638099,2743,0.9877565718401152,6,0.0021606049693914295,NE
18941,Perkins,94,0.03159663865546219,6,0.0020168067226890756,2951,0.9919327731092437,6,0.0020168067226890756,NE
18952,Phelps,366,0.03978693336232199,19,0.0020654418958582456,9079,0.9869551038156321,22,0.0023915643004674423,NE
18963,Pierce,94,0.012936966694192129,16,0.002202036884117809,7200,0.990916597853014,8,0.0011010184420589045,NE
18974,Platte,4452,0.1377304789011261,177,0.005475807449573072,31287,0.9679185744338572,151,0.004671451553025616,NE
18985,Polk,131,0.02428174235403151,17,0.003151065801668211,5303,0.9829471733086191,10,0.0018535681186283596,NE
18996,Red,443,0.04010864644635582,91,0.008239022181982797,10770,0.9751018560434586,34,0.003078315980081485,NE
19007,Richardson,149,0.017844311377245507,42,0.005029940119760479,7921,0.948622754491018,32,0.0038323353293413173,NE
19018,Rock,20,0.013183915622940013,5,0.0032959789057350032,1483,0.977587343441002,5,0.0032959789057350032,NE
19029,Saline,2853,0.20064702159082917,170,0.01195583374358253,13500,0.9494338561080244,213,0.014979956396371053,NE
19040,Sarpy,11731,0.07345234144600492,6649,0.04163196814205837,144194,0.9028545667432644,3476,0.02176458433776431,NE
19051,Saunders,427,0.020471761434461597,60,0.0028765941125707163,20479,0.981829513855595,82,0.003931345287179979,NE
19062,Scotts,7768,0.20953819594302978,243,0.006554812257229176,35079,0.9462397496763055,234,0.0063120414328873544,NE
19073,Seward,280,0.01665972511453561,49,0.0029154518950437317,16482,0.9806628190634854,66,0.003926935205569108,NE
19084,Sheridan,224,0.041085840058694055,45,0.008253851797505502,4643,0.8516140865737344,29,0.005319148936170213,NE
19095,Sherman,39,0.012373096446700508,1,0.00031725888324873094,3124,0.9911167512690355,6,0.0019035532994923859,NE
19106,Sioux,38,0.029141104294478526,7,0.005368098159509203,1226,0.9401840490797546,13,0.009969325153374233,NE
19117,Stanton,266,0.0434356629653821,35,0.005715218811234487,5967,0.9743631613324625,16,0.002612671456564337,NE
19128,Thayer,76,0.014534327787339835,11,0.0021036527060623446,5139,0.9827882960413081,19,0.003633581946834959,NE
19139,Thomas,21,0.0327613104524181,6,0.0093603744149766,579,0.9032761310452418,11,0.0171606864274571,NE
19150,Thurston,201,0.028817204301075268,17,0.0024372759856630824,2897,0.4153405017921147,10,0.0014336917562724014,NE
19161,Valley,80,0.01874414245548266,11,0.002577319587628866,4210,0.9864104967197751,13,0.0030459231490159327,NE
19172,Washington,446,0.022017080515377402,120,0.005923878165572395,19853,0.9800562768425729,59,0.0029125734314064274,NE
19183,Wayne,395,0.04111585302383679,127,0.013219527427917144,9281,0.966066409909441,54,0.00562090142604351,NE
19194,Webster,127,0.03334208453662379,20,0.005250721974271462,3692,0.9692832764505119,18,0.0047256497768443165,NE
19205,Wheeler,19,0.0231990231990232,2,0.002442002442002442,794,0.9694749694749695,6,0.007326007326007326,NE
19216,York,554,0.04058013477878699,154,0.011280398476413713,13240,0.9698212716085555,58,0.004248461763844125,NE
19227,Churchill,3089,0.1245062474808545,392,0.015800080612656187,21430,0.8637646110439339,703,0.02833534864973801,NV
19238,Clark,571151,0.2922594741743678,216103,0.1105804754740925,1447614,0.7407479045776918,176404,0.09026639239405197,NV
19249,Douglas,5156,0.10980492375841214,237,0.005047278303092257,43688,0.9304029304029304,733,0.015610358633614447,NV
19260,Elko,11232,0.22957118914278707,451,0.00921800269795201,43856,0.8963741160119364,500,0.010219515186199566,NV
19271,Esmeralda,106,0.13766233766233765,22,0.02857142857142857,620,0.8051948051948052,24,0.03116883116883117,NV
19282,Eureka,224,0.11188811188811189,28,0.013986013986013986,1800,0.8991008991008991,33,0.016483516483516484,NV
19293,Humboldt,4071,0.2451523545706371,122,0.007346742141394676,15197,0.9151511501866795,147,0.008852222088401782,NV
19304,Lander,1198,0.20658734264528367,57,0.00982928091050181,5351,0.9227453009139507,48,0.008277289187790998,NV
19315,Lincoln,346,0.06452816113390526,141,0.02629615814994405,4985,0.9296904140246177,50,0.009324878776575904,NV
19326,Lyon,7763,0.14914791830774846,469,0.009010739879728717,47476,0.9121404830063978,773,0.014851390036311937,NV
19337,Mineral,463,0.09710570469798657,183,0.03838087248322147,3518,0.7378355704697986,84,0.01761744966442953,NV
19348,Nye,6032,0.13781443487399758,890,0.020334026365692613,39924,0.9121524366560808,613,0.014005346249628733,NV
19359,Pershing,1496,0.22159680047400385,298,0.044141608650570284,5942,0.8801659013479485,88,0.01303510591023552,NV
19370,Storey,244,0.06096951524237881,50,0.01249375312343828,3680,0.9195402298850575,64,0.015992003998001,NV
19381,Washoe,94342,0.2232798773099061,10652,0.02521016358679188,364733,0.8632161655558922,22905,0.05420942517418964,NV
19392,White,1350,0.13422151521177172,422,0.04195665142175383,8892,0.8840723801948698,114,0.011334261284549613,NV
19403,Carson,11803,0.21372179770398,1096,0.019845724839749394,49935,0.9041936768913194,1200,0.021728895809944592,NV
19414,Belknap,781,0.012998252475659482,302,0.005026212865107764,58186,0.9683947740700674,716,0.011916451693434301,NH
19425,Carroll,501,0.01047328371937453,162,0.003386570783510327,46699,0.976231290241659,317,0.006626808261560331,NH
19436,Cheshire,1157,0.015016418123531779,418,0.005425119080065932,74422,0.965904813819777,933,0.012109177276797882,NH
19447,Coos,403,0.012230652503793626,202,0.006130500758725342,32008,0.9714112291350531,187,0.005675265553869499,NH
19458,Grafton,1712,0.01921264084032859,852,0.009561431072406519,83725,0.9395901602549714,2677,0.03004219598689231,NH
19469,Hillsborough,21272,0.05303984221694173,9279,0.023136362162984314,370507,0.923826289031235,13278,0.03310751339585146,NH
19480,Merrimack,2391,0.016331967213114754,1554,0.010614754098360655,140123,0.9571243169398908,2362,0.016133879781420765,NH
19491,Rockingham,6097,0.020642605633802817,2113,0.007153981581798483,283956,0.9613894907908992,5046,0.017084236186348863,NH
19502,Strafford,2230,0.018100943197129824,1249,0.010138151593370023,116138,0.9426938749005666,3218,0.02612055390509586,NH
19513,Sullivan,536,0.012260957086650197,220,0.005032482386311648,42482,0.9717723487967792,290,0.006633726781956263,NH
19524,Atlantic,46519,0.16935398729453738,47659,0.17350419571509182,197486,0.7189544387207164,21360,0.07776179987986238,NJ
19535,Bergen,146209,0.16128228066904862,58079,0.06406660040748295,694938,0.7665819858120041,134310,0.14815656434733784,NJ
19546,Burlington,29021,0.06461330204453311,77342,0.17219675430647735,339089,0.7549588221280689,20037,0.04461103108322628,NJ
19557,Camden,73531,0.1431658836425516,107832,0.2099504095543869,364912,0.7104887589148902,27044,0.05265504558933192,NJ
19568,Cape,6137,0.06310345182153763,4905,0.050435462145126626,89599,0.9212980576434661,908,0.009336472910861362,NJ
19579,Cumberland,42701,0.27172301446398006,33855,0.21543248763911957,114642,0.7295114827329477,2148,0.013668556592787736,NJ
19590,Essex,159921,0.20392156362690442,334078,0.4259960113640421,391958,0.4998010782578536,37439,0.04773994297576725,NJ
19601,Gloucester,13845,0.04797613148474778,29868,0.10349953739158156,244875,0.848548587744862,7804,0.027042667396675456,NJ
19612,Hudson,269036,0.42348267101530945,96059,0.15120400948222398,427215,0.6724681800867001,88926,0.13997613703261796,NJ
19623,Hunterdon,6781,0.052822634042984117,3642,0.02837045173050408,118669,0.9244077804522758,4268,0.033246866552935586,NJ
19634,Mercer,55733,0.1519483953989896,77267,0.21065789868289397,246108,0.6709797731120617,33636,0.09170394968224238,NJ
19645,Middlesex,149934,0.18487865388551714,85187,0.10504127074943341,527001,0.6498274939394761,178527,0.22013573600530711,NJ
19656,Monmouth,61343,0.09722076942339207,48455,0.0767949461619168,538442,0.8533613538605884,32150,0.050953617152112794,NJ
19667,Morris,56836,0.11535760532906834,16302,0.03308747417261018,422243,0.8570086098064925,45143,0.09162482189756725,NJ
19678,Ocean,48127,0.08332193565476634,19269,0.033360283793539856,539612,0.9342264496548668,10425,0.018048728971283044,NJ
19689,Passaic,186376,0.3713705017335512,73670,0.14679392659307378,382440,0.7620451918861834,26649,0.05310046626549237,NJ
19700,Salem,4568,0.06915135184232038,9600,0.14532683399436858,54301,0.8220200429925217,610,0.00923430924339217,NJ
19711,Somerset,42374,0.13070568856919004,30303,0.09347181008902077,240247,0.7410593656884458,46810,0.14438885358766665,NJ
