,state,county,candidate,party,votes,won,total_votes,percent,State
829,Louisiana,Jefferson Davis Parish,Donald Trump,REP,11423,True,14841,0.7696920692675696,LA
830,Louisiana,Lafayette Parish,Donald Trump,REP,72519,True,114521,0.6332375721483396,LA
831,Louisiana,Lafourche Parish,Donald Trump,REP,36024,True,45388,0.793689962104521,LA
832,Louisiana,LaSalle Parish,Donald Trump,REP,6378,True,7077,0.9012293344637559,LA
833,Louisiana,Lincoln Parish,Donald Trump,REP,11311,True,19275,0.586822308690013,LA
834,Louisiana,Livingston Parish,Donald Trump,REP,54877,True,65230,0.8412846849609076,LA
835,Louisiana,Madison Parish,Donald Trump,REP,1930,False,4670,0.4132762312633833,LA
836,Louisiana,Morehouse Parish,Donald Trump,REP,6510,True,11574,0.5624675997926387,LA
837,Louisiana,Natchitoches Parish,Donald Trump,REP,9358,True,16554,0.5653014377189803,LA
838,Louisiana,Orleans Parish,Donald Trump,REP,26664,False,177819,0.14995023029035143,LA
839,Louisiana,Ouachita Parish,Donald Trump,REP,42255,True,69166,0.6109215510510945,LA
840,Louisiana,Plaquemines Parish,Donald Trump,REP,7412,True,11014,0.6729616851280189,LA
841,Louisiana,Pointe Coupee Parish,Donald Trump,REP,7503,True,12371,0.6064990704065961,LA
842,Louisiana,Rapides Parish,Donald Trump,REP,38347,True,58865,0.6514397349868343,LA
843,Louisiana,Red River Parish,Donald Trump,REP,2413,True,4132,0.5839787028073572,LA
844,Louisiana,Richland Parish,Donald Trump,REP,6607,True,9940,0.6646881287726358,LA
845,Louisiana,Sabine Parish,Donald Trump,REP,8776,True,10596,0.8282370705926765,LA
846,Louisiana,St. Bernard Parish,Donald Trump,REP,11179,True,17650,0.633371104815864,LA
847,Louisiana,St. Charles Parish,Donald Trump,REP,18233,True,28517,0.6393730055756216,LA
848,Louisiana,St. Helena Parish,Donald Trump,REP,2714,False,6158,0.4407275089314713,LA
849,Louisiana,St. James Parish,Donald Trump,REP,5954,False,12590,0.47291501191421764,LA
850,Louisiana,St. John the Baptist Parish,Donald Trump,REP,7538,False,21432,0.3517170586039567,LA
851,Louisiana,St. Landry Parish,Donald Trump,REP,23171,True,41154,0.5630315400690091,LA
852,Louisiana,St. Martin Parish,Donald Trump,REP,18203,True,27038,0.6732376655078038,LA
853,Louisiana,St. Mary Parish,Donald Trump,REP,14811,True,23186,0.6387906495298887,LA
854,Louisiana,St. Tammany Parish,Donald Trump,REP,99666,True,140110,0.7113410891442438,LA
855,Louisiana,Tangipahoa Parish,Donald Trump,REP,37806,True,57661,0.6556598047206951,LA
856,Louisiana,Tensas Parish,Donald Trump,REP,1197,False,2554,0.46867658574784654,LA
857,Louisiana,Terrebonne Parish,Donald Trump,REP,34339,True,46240,0.7426254325259516,LA
858,Louisiana,Union Parish,Donald Trump,REP,8407,True,11201,0.7505579858941166,LA
859,Louisiana,Vermilion Parish,Donald Trump,REP,21930,True,27324,0.8025911286780852,LA
860,Louisiana,Vernon Parish,Donald Trump,REP,14107,True,17268,0.8169446374797313,LA
861,Louisiana,Washington Parish,Donald Trump,REP,13307,True,19513,0.6819556193307026,LA
862,Louisiana,Webster Parish,Donald Trump,REP,11830,True,18216,0.6494290733421169,LA
863,Louisiana,West Baton Rouge Parish,Donald Trump,REP,7684,True,14097,0.5450805135844506,LA
864,Louisiana,West Carroll Parish,Donald Trump,REP,4317,True,5052,0.8545130641330166,LA
865,Louisiana,West Feliciana Parish,Donald Trump,REP,3863,True,6268,0.6163050414805361,LA
866,Louisiana,Winn Parish,Donald Trump,REP,4619,True,6225,0.7420080321285141,LA
1242,Maryland,Allegany County,Donald Trump,REP,20886,True,30511,0.6845400019665039,MD
1243,Maryland,Anne Arundel County,Donald Trump,REP,127821,False,306924,0.4164581459905384,MD
1244,Maryland,Baltimore County,Donald Trump,REP,139229,False,382784,0.3637273240260826,MD
1245,Maryland,Calvert County,Donald Trump,REP,25346,True,48832,0.5190448885976409,MD
1246,Maryland,Caroline County,Donald Trump,REP,10283,True,15729,0.6537605696484201,MD
1247,Maryland,Carroll County,Donald Trump,REP,60218,True,99408,0.605766135522292,MD
1248,Maryland,Cecil County,Donald Trump,REP,29439,True,47273,0.6227444841664375,MD
1249,Maryland,Charles County,Donald Trump,REP,25579,False,89063,0.2872011946599598,MD
1250,Maryland,Dorchester County,Donald Trump,REP,8764,True,15934,0.5500188276641145,MD
1251,Maryland,Frederick County,Donald Trump,REP,63101,False,142809,0.4418559054401333,MD
1252,Maryland,Garrett County,Donald Trump,REP,12002,True,15579,0.7703960459593042,MD
1253,Maryland,Harford County,Donald Trump,REP,80930,True,147221,0.5497177712418745,MD
1254,Maryland,Howard County,Donald Trump,REP,48390,False,181324,0.26687035362114225,MD
1255,Maryland,Kent County,Donald Trump,REP,5195,False,10740,0.48370577281191807,MD
1256,Maryland,Montgomery County,Donald Trump,REP,94335,False,487558,0.19348467259279922,MD
1257,Maryland,Prince George's County,Donald Trump,REP,36006,False,412600,0.08726611730489578,MD
1258,Maryland,Queen Anne's County,Donald Trump,REP,18741,True,30079,0.6230592772366103,MD
1259,Maryland,St. Mary's County,Donald Trump,REP,30826,True,55339,0.5570393393447659,MD
1260,Maryland,Somerset County,Donald Trump,REP,5739,True,10117,0.5672630226351685,MD
1261,Maryland,Talbot County,Donald Trump,REP,10946,False,22400,0.4886607142857143,MD
1262,Maryland,Washington County,Donald Trump,REP,40221,True,67507,0.5958048794939784,MD
1263,Maryland,Wicomico County,Donald Trump,REP,22944,True,45975,0.4990538336052202,MD
1264,Maryland,Worcester County,Donald Trump,REP,18571,True,31567,0.5883042417714702,MD
1265,Maryland,Baltimore city,Donald Trump,REP,25169,False,234246,0.10744687209173262,MD
1607,Michigan,Alcona County,Donald Trump,REP,4848,True,7063,0.6863938836188589,MI
1608,Michigan,Alger County,Donald Trump,REP,3014,True,5135,0.586952288218111,MI
1609,Michigan,Allegan County,Donald Trump,REP,41381,True,67182,0.6159536780685303,MI
1610,Michigan,Alpena County,Donald Trump,REP,10686,True,16966,0.6298479311564306,MI
1611,Michigan,Antrim County,Donald Trump,REP,9783,True,17347,0.5639591860264023,MI
1612,Michigan,Arenac County,Donald Trump,REP,5928,True,8831,0.6712716566640244,MI
1613,Michigan,Baraga County,Donald Trump,REP,2512,True,4036,0.622398414271556,MI
1614,Michigan,Barry County,Donald Trump,REP,23473,True,35914,0.6535891295873476,MI
1615,Michigan,Bay County,Donald Trump,REP,33347,True,60985,0.5468065917848651,MI
1616,Michigan,Benzie County,Donald Trump,REP,6601,True,12260,0.5384176182707994,MI
1617,Michigan,Berrien County,Donald Trump,REP,43519,True,82379,0.528277837798468,MI
1618,Michigan,Branch County,Donald Trump,REP,14067,True,20541,0.6848254710092011,MI
1619,Michigan,Calhoun County,Donald Trump,REP,35900,True,65568,0.5475231820400195,MI
1620,Michigan,Cass County,Donald Trump,REP,16686,True,26221,0.6363601693299263,MI
1621,Michigan,Charlevoix County,Donald Trump,REP,9841,True,17000,0.5788823529411765,MI
1622,Michigan,Cheboygan County,Donald Trump,REP,10186,True,15868,0.6419208469876481,MI
1623,Michigan,Chippewa County,Donald Trump,REP,10682,True,17675,0.6043564356435643,MI
1624,Michigan,Clare County,Donald Trump,REP,10860,True,16280,0.6670761670761671,MI
1625,Michigan,Clinton County,Donald Trump,REP,25098,True,47910,0.5238572323105823,MI
1626,Michigan,Crawford County,Donald Trump,REP,5087,True,7861,0.6471186871899249,MI
1627,Michigan,Delta County,Donald Trump,REP,13206,True,21154,0.624279096152028,MI
1628,Michigan,Dickinson County,Donald Trump,REP,9617,True,14589,0.6591952841181712,MI
1629,Michigan,Eaton County,Donald Trump,REP,31797,True,64451,0.49335153837799256,MI
1630,Michigan,Emmet County,Donald Trump,REP,12135,True,22176,0.5472132034632035,MI
1631,Michigan,Genesee County,Donald Trump,REP,99199,False,222969,0.44490041216491977,MI
1632,Michigan,Gladwin County,Donald Trump,REP,9893,True,14603,0.677463534890091,MI
1633,Michigan,Gogebic County,Donald Trump,REP,4600,True,8279,0.5556226597415147,MI
1634,Michigan,Grand Traverse County,Donald Trump,REP,30502,True,60227,0.5064505952479785,MI
1635,Michigan,Gratiot County,Donald Trump,REP,12102,True,19148,0.6320242322958012,MI
1636,Michigan,Hillsdale County,Donald Trump,REP,17037,True,23288,0.7315784953624184,MI
1637,Michigan,Houghton County,Donald Trump,REP,10380,True,18540,0.5598705501618123,MI
1638,Michigan,Huron County,Donald Trump,REP,11949,True,17523,0.6819037835986989,MI
1639,Michigan,Ingham County,Donald Trump,REP,47640,False,144797,0.3290123414159133,MI
1640,Michigan,Ionia County,Donald Trump,REP,20657,True,32205,0.6414221394193448,MI
1641,Michigan,Iosco County,Donald Trump,REP,9760,True,15386,0.6343429091381776,MI
1642,Michigan,Iron County,Donald Trump,REP,4216,True,6795,0.6204562178072112,MI
1643,Michigan,Isabella County,Donald Trump,REP,14815,True,29409,0.5037573531912,MI
1644,Michigan,Jackson County,Donald Trump,REP,47381,True,81032,0.5847196169414552,MI
1645,Michigan,Kalamazoo County,Donald Trump,REP,56823,False,143376,0.39632156009373953,MI
1646,Michigan,Kalkaska County,Donald Trump,REP,7436,True,10627,0.6997271101910228,MI
1647,Michigan,Kent County,Donald Trump,REP,165741,False,360839,0.45932119310828373,MI
1648,Michigan,Keweenaw County,Donald Trump,REP,862,True,1557,0.5536287732819525,MI
1649,Michigan,Lake County,Donald Trump,REP,3946,True,6332,0.6231838281743525,MI
1650,Michigan,Lapeer County,Donald Trump,REP,35480,True,52639,0.6740249624802903,MI
1651,Michigan,Leelanau County,Donald Trump,REP,7915,False,16930,0.46751329001772,MI
1652,Michigan,Lenawee County,Donald Trump,REP,31539,True,53448,0.5900875617422542,MI
1653,Michigan,Livingston County,Donald Trump,REP,76982,True,127166,0.6053662142396553,MI
1654,Michigan,Luce County,Donald Trump,REP,2109,True,3101,0.6801031925185425,MI
1655,Michigan,Mackinac County,Donald Trump,REP,4304,True,7015,0.6135424091233072,MI
1656,Michigan,Macomb County,Donald Trump,REP,264535,True,496523,0.5327749167712271,MI
1657,Michigan,Manistee County,Donald Trump,REP,8321,True,14654,0.5678313088576498,MI
1658,Michigan,Marquette County,Donald Trump,REP,16288,False,37460,0.43481046449546185,MI
1659,Michigan,Mason County,Donald Trump,REP,10207,True,17249,0.5917444489535625,MI
1660,Michigan,Mecosta County,Donald Trump,REP,13265,True,21077,0.6293590169378944,MI
1661,Michigan,Menominee County,Donald Trump,REP,8120,True,12622,0.6433211852321343,MI
1662,Michigan,Midland County,Donald Trump,REP,27675,True,49175,0.5627859684799187,MI
1663,Michigan,Missaukee County,Donald Trump,REP,6648,True,8755,0.7593375214163335,MI
1664,Michigan,Monroe County,Donald Trump,REP,52710,True,87148,0.6048331573874328,MI
1665,Michigan,Montcalm County,Donald Trump,REP,21815,True,32086,0.6798915414822664,MI
1666,Michigan,Montmorency County,Donald Trump,REP,4171,True,5863,0.7114105406788334,MI
1667,Michigan,Muskegon County,Donald Trump,REP,44544,False,91701,0.4857526090228024,MI
1668,Michigan,Newaygo County,Donald Trump,REP,18864,True,27164,0.6944485348255044,MI
1669,Michigan,Oakland County,Donald Trump,REP,325916,False,771769,0.4222973454492212,MI
1670,Michigan,Oceana County,Donald Trump,REP,8892,True,14080,0.631534090909091,MI
1671,Michigan,Ogemaw County,Donald Trump,REP,8253,True,11907,0.6931216931216931,MI
1672,Michigan,Ontonagon County,Donald Trump,REP,2358,True,3810,0.6188976377952756,MI
1673,Michigan,Osceola County,Donald Trump,REP,8928,True,12340,0.7235008103727715,MI
1674,Michigan,Oscoda County,Donald Trump,REP,3466,True,4874,0.7111202297907263,MI
1675,Michigan,Otsego County,Donald Trump,REP,9779,True,14756,0.6627134724857685,MI
1676,Michigan,Ottawa County,Donald Trump,REP,100913,True,168627,0.5984391586163544,MI
1677,Michigan,Presque Isle County,Donald Trump,REP,5343,True,8360,0.6391148325358852,MI
1678,Michigan,Roscommon County,Donald Trump,REP,9670,True,15018,0.6438939938740178,MI
1679,Michigan,Saginaw County,Donald Trump,REP,50785,False,103347,0.4914027499588764,MI
1680,Michigan,St. Clair County,Donald Trump,REP,59186,True,92064,0.6428788668752172,MI
1681,Michigan,St. Joseph County,Donald Trump,REP,18128,True,27982,0.6478450432420843,MI
1682,Michigan,Sanilac County,Donald Trump,REP,16194,True,22446,0.7214648489708634,MI
1683,Michigan,Schoolcraft County,Donald Trump,REP,3090,True,4745,0.6512118018967334,MI
1684,Michigan,Shiawassee County,Donald Trump,REP,23154,True,39250,0.5899108280254777,MI
1685,Michigan,Tuscola County,Donald Trump,REP,20310,True,29495,0.6885912866587557,MI
1686,Michigan,Van Buren County,Donald Trump,REP,21591,True,39063,0.5527225251516781,MI
1687,Michigan,Washtenaw County,Donald Trump,REP,56241,False,216924,0.25926591801737014,MI
1688,Michigan,Wayne County,Donald Trump,REP,264553,False,872383,0.3032532729317284,MI
1689,Michigan,Wexford County,Donald Trump,REP,12102,True,18292,0.6616006997594577,MI
1690,Minnesota,Aitkin County,Donald Trump,REP,6258,True,10010,0.6251748251748251,MN
1691,Minnesota,Anoka County,Donald Trump,REP,104903,True,210491,0.4983728520459307,MN
1692,Minnesota,Becker County,Donald Trump,REP,12452,True,19418,0.641260685961479,MN
1693,Minnesota,Beltrami County,Donald Trump,REP,12188,True,24131,0.5050764576685591,MN
1694,Minnesota,Benton County,Donald Trump,REP,14382,True,22219,0.6472838561591431,MN
1695,Minnesota,Big Stone County,Donald Trump,REP,1862,True,2972,0.626514131897712,MN
1696,Minnesota,Blue Earth County,Donald Trump,REP,16731,False,35969,0.46515054630376157,MN
1697,Minnesota,Brown County,Donald Trump,REP,9550,True,14630,0.6527682843472317,MN
1698,Minnesota,Carlton County,Donald Trump,REP,9787,False,20361,0.48067383723785667,MN
1699,Minnesota,Carver County,Donald Trump,REP,34012,True,66119,0.5144058440085301,MN
1700,Minnesota,Cass County,Donald Trump,REP,11621,True,18256,0.6365578439964943,MN
1701,Minnesota,Chippewa County,Donald Trump,REP,4250,True,6611,0.6428679473604598,MN
1702,Minnesota,Chisago County,Donald Trump,REP,21915,True,34493,0.6353463021482619,MN
1703,Minnesota,Clay County,Donald Trump,REP,15031,False,32215,0.4665838894924724,MN
1704,Minnesota,Clearwater County,Donald Trump,REP,3371,True,4705,0.7164718384697131,MN
1705,Minnesota,Cook County,Donald Trump,REP,1203,False,3785,0.3178335535006605,MN
1706,Minnesota,Cottonwood County,Donald Trump,REP,4165,True,6097,0.6831228473019518,MN
1707,Minnesota,Crow Wing County,Donald Trump,REP,25676,True,40073,0.6407306665335762,MN
1708,Minnesota,Dakota County,Donald Trump,REP,109183,False,261107,0.41815424327957507,MN
1709,Minnesota,Dodge County,Donald Trump,REP,7774,True,12153,0.6396774458981321,MN
1710,Minnesota,Douglas County,Donald Trump,REP,15799,True,24120,0.655016583747927,MN
1711,Minnesota,Faribault County,Donald Trump,REP,5191,True,7892,0.6577546882919412,MN
1712,Minnesota,Fillmore County,Donald Trump,REP,7301,True,12104,0.6031890284203569,MN
1713,Minnesota,Freeborn County,Donald Trump,REP,9578,True,16791,0.5704246322434637,MN
1714,Minnesota,Goodhue County,Donald Trump,REP,16052,True,28566,0.5619267660855563,MN
1715,Minnesota,Grant County,Donald Trump,REP,2269,True,3650,0.6216438356164383,MN
1716,Minnesota,Hennepin County,Donald Trump,REP,205966,False,753159,0.2734694798840617,MN
1717,Minnesota,Houston County,Donald Trump,REP,6334,True,11438,0.5537681412834412,MN
1718,Minnesota,Hubbard County,Donald Trump,REP,8202,True,12927,0.6344859596194012,MN
1719,Minnesota,Isanti County,Donald Trump,REP,16491,True,24162,0.6825180034765334,MN
1720,Minnesota,Itasca County,Donald Trump,REP,15239,True,26512,0.5747963186481593,MN
1721,Minnesota,Jackson County,Donald Trump,REP,3948,True,5813,0.6791673834508859,MN
1722,Minnesota,Kanabec County,Donald Trump,REP,6278,True,9224,0.6806157849089333,MN
1723,Minnesota,Kandiyohi County,Donald Trump,REP,14437,True,23313,0.6192682194483764,MN
1724,Minnesota,Kittson County,Donald Trump,REP,1546,True,2639,0.5858279651383099,MN
1725,Minnesota,Koochiching County,Donald Trump,REP,4131,True,6920,0.5969653179190751,MN
1726,Minnesota,Lac qui Parle County,Donald Trump,REP,2527,True,4039,0.6256499133448874,MN
1727,Minnesota,Lake County,Donald Trump,REP,3392,False,7200,0.4711111111111111,MN
1728,Minnesota,Lake of the Woods County,Donald Trump,REP,1704,True,2405,0.7085239085239086,MN
1729,Minnesota,Le Sueur County,Donald Trump,REP,10775,True,16775,0.6423248882265276,MN
1730,Minnesota,Lincoln County,Donald Trump,REP,2120,True,3114,0.680796403339756,MN
1731,Minnesota,Lyon County,Donald Trump,REP,7979,True,12889,0.6190550081464815,MN
1732,Minnesota,McLeod County,Donald Trump,REP,13986,True,20888,0.6695710455764075,MN
1733,Minnesota,Mahnomen County,Donald Trump,REP,1143,True,2303,0.4963091619626574,MN
1734,Minnesota,Marshall County,Donald Trump,REP,3721,True,5101,0.7294648108214076,MN
1735,Minnesota,Martin County,Donald Trump,REP,7476,True,11038,0.677296611705019,MN
1736,Minnesota,Meeker County,Donald Trump,REP,9358,True,13496,0.6933906342620035,MN
1737,Minnesota,Mille Lacs County,Donald Trump,REP,9953,True,14666,0.6786444838401745,MN
1738,Minnesota,Morrison County,Donald Trump,REP,14819,True,19523,0.7590534241663679,MN
1739,Minnesota,Mower County,Donald Trump,REP,10067,True,19441,0.5178231572449977,MN
1740,Minnesota,Murray County,Donald Trump,REP,3363,True,4883,0.688715953307393,MN
1741,Minnesota,Nicollet County,Donald Trump,REP,9018,False,19124,0.47155406818657186,MN
1742,Minnesota,Nobles County,Donald Trump,REP,5598,True,8708,0.6428571428571429,MN
1743,Minnesota,Norman County,Donald Trump,REP,1954,True,3434,0.569015725101922,MN
1744,Minnesota,Olmsted County,Donald Trump,REP,39692,False,91086,0.4357640032496761,MN
1745,Minnesota,Otter Tail County,Donald Trump,REP,23794,True,36372,0.6541845375563621,MN
1746,Minnesota,Pennington County,Donald Trump,REP,4532,True,7263,0.6239845793749139,MN
1747,Minnesota,Pine County,Donald Trump,REP,10256,True,15998,0.6410801350168771,MN
1748,Minnesota,Pipestone County,Donald Trump,REP,3553,True,4932,0.7203974047039741,MN
1749,Minnesota,Polk County,Donald Trump,REP,9857,True,15581,0.6326294846287145,MN
1750,Minnesota,Pope County,Donald Trump,REP,4413,True,7019,0.6287220401766633,MN
1751,Minnesota,Ramsey County,Donald Trump,REP,77324,False,294513,0.26254868206157284,MN
1752,Minnesota,Red Lake County,Donald Trump,REP,1450,True,2190,0.6621004566210046,MN
1753,Minnesota,Redwood County,Donald Trump,REP,5775,True,8290,0.6966224366706876,MN
1754,Minnesota,Renville County,Donald Trump,REP,5465,True,8115,0.6734442390634627,MN
1755,Minnesota,Rice County,Donald Trump,REP,17463,True,35608,0.49042350033700294,MN
1756,Minnesota,Rock County,Donald Trump,REP,3580,True,5235,0.6838586437440306,MN
1757,Minnesota,Roseau County,Donald Trump,REP,6065,True,8408,0.721336822074215,MN
1758,Minnesota,St. Louis County,Donald Trump,REP,49214,False,119859,0.4105991206334109,MN
1759,Minnesota,Scott County,Donald Trump,REP,45871,True,87729,0.5228715704043133,MN
1760,Minnesota,Sherburne County,Donald Trump,REP,36221,True,55486,0.6527952997152435,MN
1761,Minnesota,Sibley County,Donald Trump,REP,5864,True,8451,0.6938823807833393,MN
1762,Minnesota,Stearns County,Donald Trump,REP,50960,True,84647,0.602029605302019,MN
1763,Minnesota,Steele County,Donald Trump,REP,12656,True,21076,0.6004934522679826,MN
1764,Minnesota,Stevens County,Donald Trump,REP,3044,True,5062,0.6013433425523509,MN
1765,Minnesota,Swift County,Donald Trump,REP,3316,True,5185,0.6395371263259402,MN
1766,Minnesota,Todd County,Donald Trump,REP,9755,True,13238,0.7368937906028101,MN
1767,Minnesota,Traverse County,Donald Trump,REP,1173,True,1864,0.6292918454935622,MN
1768,Minnesota,Wabasha County,Donald Trump,REP,8153,True,13097,0.6225089715201955,MN
1769,Minnesota,Wadena County,Donald Trump,REP,5520,True,7661,0.7205325675499282,MN
1770,Minnesota,Waseca County,Donald Trump,REP,6624,True,10389,0.6375974588507075,MN
1771,Minnesota,Washington County,Donald Trump,REP,73764,False,166267,0.44364786758647234,MN
1772,Minnesota,Watonwan County,Donald Trump,REP,3103,True,5191,0.5977653631284916,MN
1773,Minnesota,Wilkin County,Donald Trump,REP,2333,True,3435,0.6791848617176128,MN
1774,Minnesota,Winona County,Donald Trump,REP,13227,False,27108,0.48793714032757857,MN
1775,Minnesota,Wright County,Donald Trump,REP,51970,True,82420,0.6305508371754428,MN
1776,Minnesota,Yellow Medicine County,Donald Trump,REP,3734,True,5525,0.6758371040723982,MN
1777,Mississippi,Adams County,Donald Trump,REP,5222,False,12268,0.42566025432018256,MS
1778,Mississippi,Alcorn County,Donald Trump,REP,12818,True,15811,0.8107014104104737,MS
1779,Mississippi,Amite County,Donald Trump,REP,4503,True,7207,0.6248092132648814,MS
1780,Mississippi,Attala County,Donald Trump,REP,5178,True,8832,0.5862771739130435,MS
1781,Mississippi,Benton County,Donald Trump,REP,2570,True,4292,0.5987884436160298,MS
1782,Mississippi,Bolivar County,Donald Trump,REP,4671,False,13755,0.3395856052344602,MS
1783,Mississippi,Calhoun County,Donald Trump,REP,4625,True,6595,0.7012888551933283,MS
1784,Mississippi,Carroll County,Donald Trump,REP,3924,True,5705,0.6878177037686241,MS
1785,Mississippi,Chickasaw County,Donald Trump,REP,4175,True,8148,0.5123956799214531,MS
1786,Mississippi,Choctaw County,Donald Trump,REP,3001,True,4225,0.7102958579881656,MS
1787,Mississippi,Claiborne County,Donald Trump,REP,603,False,4453,0.13541432741971704,MS
1788,Mississippi,Clarke County,Donald Trump,REP,5417,True,8347,0.6489756798849886,MS
1789,Mississippi,Clay County,Donald Trump,REP,4181,False,10206,0.4096609837350578,MS
1790,Mississippi,Coahoma County,Donald Trump,REP,2400,False,8642,0.277713492247165,MS
1791,Mississippi,Copiah County,Donald Trump,REP,6250,False,12897,0.484608823757463,MS
1792,Mississippi,Covington County,Donald Trump,REP,5854,True,9371,0.624693202433038,MS
1793,Mississippi,DeSoto County,Donald Trump,REP,46462,True,76248,0.609353687965586,MS
1794,Mississippi,Forrest County,Donald Trump,REP,17290,True,31725,0.5449960598896769,MS
1795,Mississippi,Franklin County,Donald Trump,REP,2923,True,4464,0.6547939068100358,MS
1796,Mississippi,George County,Donald Trump,REP,9713,True,11064,0.8778922631959508,MS
1797,Mississippi,Greene County,Donald Trump,REP,4794,True,5816,0.8242778541953233,MS
1798,Mississippi,Grenada County,Donald Trump,REP,4889,True,7838,0.6237560602194437,MS
1799,Mississippi,Hancock County,Donald Trump,REP,16132,True,20957,0.7697666650761082,MS
1800,Mississippi,Harrison County,Donald Trump,REP,46822,True,75865,0.6171752455018783,MS
1801,Mississippi,Hinds County,Donald Trump,REP,25141,False,100191,0.2509307223203681,MS
1802,Mississippi,Holmes County,Donald Trump,REP,1196,False,6542,0.18281870987465607,MS
1803,Mississippi,Humphreys County,Donald Trump,REP,1118,False,4189,0.26688947242778704,MS
1804,Mississippi,Issaquena County,Donald Trump,REP,308,False,676,0.4556213017751479,MS
1805,Mississippi,Itawamba County,Donald Trump,REP,9438,True,10826,0.8717901348605209,MS
1806,Mississippi,Jackson County,Donald Trump,REP,36295,True,54623,0.6644636874576644,MS
1807,Mississippi,Jasper County,Donald Trump,REP,4302,False,8742,0.4921070693205216,MS
1808,Mississippi,Jefferson County,Donald Trump,REP,531,False,3911,0.13577090258245972,MS
1809,Mississippi,Jefferson Davis County,Donald Trump,REP,2534,False,6213,0.4078544986319009,MS
1810,Mississippi,Jones County,Donald Trump,REP,21226,True,30091,0.7053936392941411,MS
1811,Mississippi,Kemper County,Donald Trump,REP,1787,False,4732,0.3776415891800507,MS
1812,Mississippi,Lafayette County,Donald Trump,REP,12949,True,23481,0.5514671436480558,MS
1813,Mississippi,Lamar County,Donald Trump,REP,20704,True,28526,0.725794012479843,MS
1814,Mississippi,Lauderdale County,Donald Trump,REP,17967,True,31266,0.5746497793129918,MS
1815,Mississippi,Lawrence County,Donald Trump,REP,4285,True,6617,0.6475744294997733,MS
1816,Mississippi,Leake County,Donald Trump,REP,5228,True,9204,0.5680139069969579,MS
1817,Mississippi,Lee County,Donald Trump,REP,24207,True,37003,0.6541902007945302,MS
1818,Mississippi,Leflore County,Donald Trump,REP,2623,False,8178,0.3207385668867694,MS
1819,Mississippi,Lincoln County,Donald Trump,REP,11596,True,16818,0.689499345938875,MS
1820,Mississippi,Lowndes County,Donald Trump,REP,13800,True,27273,0.5059949400505995,MS
1821,Mississippi,Madison County,Donald Trump,REP,31091,True,56335,0.5518949143516464,MS
1822,Mississippi,Marion County,Donald Trump,REP,8273,True,12194,0.6784484172543874,MS
1823,Mississippi,Marshall County,Donald Trump,REP,7566,False,15830,0.4779532533164877,MS
1824,Mississippi,Monroe County,Donald Trump,REP,11177,True,17279,0.646854563342786,MS
1825,Mississippi,Montgomery County,Donald Trump,REP,2917,True,5078,0.5744387554155179,MS
1826,Mississippi,Neshoba County,Donald Trump,REP,8320,True,11720,0.7098976109215017,MS
1827,Mississippi,Newton County,Donald Trump,REP,6997,True,10189,0.6867209735989793,MS
1828,Mississippi,Noxubee County,Donald Trump,REP,1240,False,5341,0.23216626099981277,MS
1829,Mississippi,Oktibbeha County,Donald Trump,REP,9004,False,19812,0.4544720371492025,MS
1830,Mississippi,Panola County,Donald Trump,REP,8060,True,15635,0.5155100735529261,MS
1831,Mississippi,Pearl River County,Donald Trump,REP,19595,True,24056,0.8145576987030263,MS
1832,Mississippi,Perry County,Donald Trump,REP,4500,True,5922,0.7598784194528876,MS
1833,Mississippi,Pike County,Donald Trump,REP,8479,False,17360,0.4884216589861751,MS
1834,Mississippi,Pontotoc County,Donald Trump,REP,11550,True,14377,0.8033664881407804,MS
1835,Mississippi,Prentiss County,Donald Trump,REP,8312,True,10588,0.7850396675481678,MS
1836,Mississippi,Quitman County,Donald Trump,REP,1026,False,3229,0.31774543202229794,MS
1837,Mississippi,Rankin County,Donald Trump,REP,50895,True,70655,0.7203311867525299,MS
1838,Mississippi,Scott County,Donald Trump,REP,6285,True,10744,0.5849776619508563,MS
1839,Mississippi,Sharkey County,Donald Trump,REP,688,False,2183,0.315162620247366,MS
1840,Mississippi,Simpson County,Donald Trump,REP,7635,True,11820,0.6459390862944162,MS
1841,Mississippi,Smith County,Donald Trump,REP,6458,True,8327,0.7755494175573436,MS
1842,Mississippi,Stone County,Donald Trump,REP,5964,True,7878,0.7570449352627571,MS
1843,Mississippi,Sunflower County,Donald Trump,REP,2799,False,9683,0.2890633068263968,MS
1844,Mississippi,Tallahatchie County,Donald Trump,REP,2488,False,5691,0.4371815146722896,MS
1845,Mississippi,Tate County,Donald Trump,REP,8707,True,13101,0.6646057552858561,MS
1846,Mississippi,Tippah County,Donald Trump,REP,8054,True,10102,0.7972678677489606,MS
1847,Mississippi,Tishomingo County,Donald Trump,REP,7933,True,9147,0.8672788892533071,MS
1848,Mississippi,Tunica County,Donald Trump,REP,926,False,3565,0.2597475455820477,MS
1849,Mississippi,Union County,Donald Trump,REP,10373,True,12683,0.8178664353859497,MS
1850,Mississippi,Walthall County,Donald Trump,REP,3426,True,5721,0.5988463555322496,MS
1851,Mississippi,Warren County,Donald Trump,REP,10365,False,21056,0.49225873860182373,MS
1852,Mississippi,Washington County,Donald Trump,REP,5300,False,18025,0.29403606102635227,MS
1853,Mississippi,Wayne County,Donald Trump,REP,6307,True,10065,0.6266269249875808,MS
1854,Mississippi,Webster County,Donald Trump,REP,4291,True,5402,0.7943354313217327,MS
