,County Name,State,month0.0_x,month1.0_x,month2.0_x,month3.0_x,month4.0_x,month5.0_x,month6.0_x,month7.0_x,month8.0_x,month9.0_x,month0.0_y,month1.0_y,month2.0_y,month3.0_y,month4.0_y,month5.0_y,month6.0_y,month7.0_y,month8.0_y,month9.0_y,population
2424,Fall River County,SD,0,0,1,2,5,12,15,42,96,224,0,0,0,0,0,0,0,1,4,6,6713
2425,Faulk County,SD,0,0,1,1,1,23,26,32,74,219,0,0,0,0,0,1,1,1,1,1,2299
2426,Grant County,SD,0,0,0,0,13,13,19,42,144,310,0,0,0,0,0,0,0,0,1,2,7052
2427,Gregory County,SD,0,0,0,0,1,4,7,22,136,240,0,0,0,0,0,0,0,0,3,10,4185
2428,Haakon County,SD,0,0,0,0,0,0,2,6,27,101,0,0,0,0,0,0,0,0,0,1,1899
2429,Hamlin County,SD,0,0,1,2,4,12,14,57,101,204,0,0,0,0,0,0,0,0,0,0,6164
2430,Hand County,SD,0,0,0,1,2,7,7,15,47,137,0,0,0,0,0,0,0,0,0,1,3191
2431,Hanson County,SD,0,0,0,0,0,8,20,23,42,99,0,0,0,0,0,0,0,0,0,1,3453
2432,Harding County,SD,0,0,0,0,0,0,0,2,4,56,0,0,0,0,0,0,0,0,0,0,1298
2433,Hughes County,SD,0,0,3,13,19,60,83,132,459,875,0,0,0,0,0,0,2,4,5,7,17526
2434,Hutchinson County,SD,0,0,2,3,6,13,26,41,105,240,0,0,0,0,0,0,0,1,2,2,7291
2435,Hyde County,SD,0,0,0,1,1,3,3,7,20,46,0,0,0,0,0,0,0,0,0,0,1301
2436,Jackson County,SD,0,0,0,0,4,6,8,12,36,132,0,0,0,0,0,1,1,1,1,1,3344
2437,Jerauld County,SD,0,0,0,6,35,39,39,40,96,164,0,0,0,1,1,1,1,1,1,12,2013
2438,Jones County,SD,0,0,0,0,0,0,2,3,14,32,0,0,0,0,0,0,0,0,0,0,903
2439,Kingsbury County,SD,0,0,0,0,2,6,12,23,59,201,0,0,0,0,0,0,0,0,0,2,4939
2440,Lake County,SD,0,0,1,4,8,22,79,117,201,403,0,0,0,0,0,1,2,6,7,9,12797
2441,Lawrence County,SD,0,0,9,9,11,19,27,225,428,982,0,0,0,0,0,0,0,3,5,6,25844
2442,Lincoln County,SD,0,0,19,162,239,352,561,907,1408,2953,0,0,0,0,0,1,2,2,2,20,61128
2443,Lyman County,SD,0,0,1,3,14,68,88,104,165,283,0,0,0,0,0,0,2,3,3,5,3781
2444,McCook County,SD,0,0,2,4,4,5,24,52,106,259,0,0,0,1,1,1,1,1,1,1,5586
2445,McPherson County,SD,0,0,0,1,1,10,6,10,36,72,0,0,0,0,0,0,0,0,0,0,2379
2446,Marshall County,SD,0,0,1,1,2,4,8,19,43,65,0,0,0,0,0,0,0,0,0,1,4935
2447,Meade County,SD,0,0,1,1,22,49,71,300,560,995,0,0,0,0,0,1,1,1,5,10,28332
2448,Mellette County,SD,0,0,0,0,0,5,24,24,32,85,0,0,0,0,0,0,0,0,0,1,2061
2449,Miner County,SD,0,0,0,1,2,9,14,16,25,143,0,0,0,0,0,0,0,0,0,1,2216
2450,Minnehaha County,SD,0,0,68,2142,3362,3638,4189,5267,6816,11904,0,0,0,16,49,58,63,70,81,111,193134
2451,Moody County,SD,0,0,0,6,19,23,30,41,98,226,0,0,0,0,0,0,0,0,0,2,6576
2452,Oglala Lakota County,SD,0,0,0,1,31,88,146,174,295,990,0,0,0,0,0,0,1,2,3,7,14177
2453,Pennington County,SD,0,0,6,14,241,536,818,1432,2405,4633,0,0,1,1,4,16,29,33,37,49,113775
2454,Perkins County,SD,0,0,0,0,0,0,6,16,41,80,0,0,0,0,0,0,0,0,0,0,2865
2455,Potter County,SD,0,0,0,0,0,0,1,16,46,116,0,0,0,0,0,0,0,0,0,0,2153
2456,Roberts County,SD,0,0,3,10,36,47,70,100,217,362,0,0,0,0,0,0,1,1,1,5,10394
2457,Sanborn County,SD,0,0,0,3,12,12,13,15,31,108,0,0,0,0,0,0,0,0,0,1,2344
2458,Spink County,SD,0,0,1,3,5,11,19,52,140,285,0,0,0,0,0,0,0,0,0,1,6376
2459,Stanley County,SD,0,0,0,8,10,12,14,21,42,99,0,0,0,0,0,0,0,0,0,0,3098
2460,Sully County,SD,0,0,0,0,1,1,1,8,13,43,0,0,0,0,0,0,0,0,0,0,1391
2461,Todd County,SD,0,0,1,3,28,57,66,78,128,486,0,0,0,0,1,1,4,5,5,6,10177
2462,Tripp County,SD,0,0,0,0,6,17,20,22,164,276,0,0,0,0,0,0,0,0,0,2,5441
2463,Turner County,SD,0,0,3,17,24,25,44,83,168,504,0,0,0,0,0,0,0,0,2,18,8384
2464,Union County,SD,0,0,3,31,91,126,195,265,408,773,0,0,0,0,0,1,4,4,7,11,15932
2465,Walworth County,SD,0,0,0,5,5,14,18,43,133,277,0,0,0,0,0,0,0,0,1,8,5435
2466,Yankton County,SD,0,0,11,28,51,78,101,231,435,908,0,0,0,0,0,0,2,3,4,6,22814
2467,Ziebach County,SD,0,0,0,0,1,1,8,48,63,100,0,0,0,0,0,0,0,0,0,2,2756
2468,Statewide Unallocated,TN,0,0,241,429,631,1646,5617,6378,6022,6608,0,0,1,1,0,1,16,31,31,43,0
2469,Anderson County,TN,0,0,10,28,41,105,583,874,1224,1848,0,0,0,1,1,2,5,8,13,16,76978
2470,Bedford County,TN,0,0,6,200,295,520,851,1114,1380,1805,0,0,0,3,4,5,10,14,17,22,49713
2471,Benton County,TN,0,0,4,6,7,12,91,257,342,440,0,0,0,1,1,1,1,5,8,10,16160
2472,Bledsoe County,TN,0,0,2,598,609,618,661,775,864,1040,0,0,0,0,1,1,1,4,4,4,15064
2473,Blount County,TN,0,0,33,63,93,205,1089,2010,2589,3554,0,0,0,3,3,3,7,17,24,41,133088
2474,Bradley County,TN,0,0,21,53,157,604,1681,2473,2988,3729,0,0,0,1,1,3,10,16,17,23,108110
2475,Campbell County,TN,0,0,4,16,18,41,203,328,467,1116,0,0,0,1,1,1,1,2,4,13,39842
2476,Cannon County,TN,0,0,4,12,23,34,115,200,304,436,0,0,0,0,0,0,0,0,1,2,14678
2477,Carroll County,TN,0,0,6,18,28,40,216,637,917,1181,0,0,0,1,1,1,3,8,20,27,27767
2478,Carter County,TN,0,0,3,14,19,56,407,829,1199,1721,0,0,0,1,1,1,5,18,28,36,56391
2479,Cheatham County,TN,0,0,11,53,134,220,533,710,828,1120,0,0,0,0,0,1,5,10,9,12,40667
2480,Chester County,TN,0,0,5,10,12,26,190,377,653,744,0,0,0,0,0,0,1,5,11,16,17297
2481,Claiborne County,TN,0,0,2,5,12,32,210,364,449,549,0,0,0,0,0,0,0,3,5,8,31959
2482,Clay County,TN,0,0,1,5,8,16,61,112,243,422,0,0,0,0,0,0,0,0,5,16,7615
2483,Cocke County,TN,0,0,1,16,21,76,385,642,759,1167,0,0,0,0,0,0,1,7,10,16,36004
2484,Coffee County,TN,0,0,3,41,73,115,395,764,1302,2014,0,0,0,0,0,0,2,6,14,28,56520
2485,Crockett County,TN,0,0,0,7,16,32,220,403,558,917,0,0,0,0,2,3,3,14,19,22,14230
2486,Cumberland County,TN,0,0,22,80,118,174,374,826,1223,1698,0,0,0,1,1,4,6,8,19,27,60520
2487,Davidson County,TN,0,0,685,2904,5323,10125,19176,23474,26874,32908,0,0,6,28,64,115,198,259,312,350,694144
2488,Decatur County,TN,0,0,0,4,5,21,159,303,538,682,0,0,0,0,0,0,1,4,7,11,11663
2489,DeKalb County,TN,0,0,5,21,38,57,303,469,576,790,0,0,0,0,0,0,1,5,14,18,20490
2490,Dickson County,TN,0,0,21,80,116,194,580,913,1297,1791,0,0,0,0,0,0,1,9,16,19,53948
2491,Dyer County,TN,0,0,5,36,55,232,534,964,1430,2363,0,0,0,0,0,1,7,10,17,38,37159
2492,Fayette County,TN,0,0,17,63,121,301,616,886,1236,1774,0,0,0,1,2,2,8,10,21,27,41133
2493,Fentress County,TN,0,0,1,4,12,19,73,223,588,948,0,0,0,0,0,0,0,0,4,12,18523
2494,Franklin County,TN,0,0,12,36,54,82,271,492,1010,1351,0,0,1,1,1,3,4,4,10,24,42208
2495,Gibson County,TN,0,0,7,50,62,110,550,1115,1746,2234,0,0,0,1,1,1,2,14,24,48,49133
2496,Giles County,TN,0,0,3,8,12,55,334,442,654,1022,0,0,0,0,0,1,9,14,17,38,29464
2497,Grainger County,TN,0,0,3,6,11,39,164,278,404,641,0,0,0,0,0,0,0,1,3,4,23320
2498,Greene County,TN,0,0,16,43,52,86,362,820,1185,1927,0,0,1,2,2,2,5,16,46,55,69069
2499,Grundy County,TN,0,0,11,28,31,58,98,149,326,600,0,0,0,1,1,1,2,2,6,13,13427
2500,Hamblen County,TN,0,0,3,19,42,296,1208,1659,1965,2569,0,0,0,2,2,4,13,21,28,50,64934
2501,Hamilton County,TN,0,0,67,172,910,2577,5549,7998,9687,12251,0,0,3,13,16,30,47,74,95,111,367804
2502,Hancock County,TN,0,0,0,0,1,3,72,92,109,126,0,0,0,0,0,0,1,2,3,3,6620
2503,Hardeman County,TN,0,0,5,19,201,314,787,1238,1589,1939,0,0,0,0,0,3,11,21,26,33,25050
2504,Hardin County,TN,0,0,2,7,18,103,394,700,1077,1444,0,0,0,0,2,7,7,10,16,23,25652
2505,Hawkins County,TN,0,0,8,30,34,55,304,669,843,1286,0,0,1,2,2,2,4,13,20,29,56786
2506,Haywood County,TN,0,0,2,25,32,81,366,744,1006,1334,0,0,0,1,2,2,5,11,23,28,17304
2507,Henderson County,TN,0,0,0,9,15,39,423,878,1195,1443,0,0,0,0,0,0,0,7,24,26,28117
2508,Henry County,TN,0,0,4,13,31,42,205,460,640,845,0,0,0,0,0,0,0,5,10,12,32345
2509,Hickman County,TN,0,0,1,45,58,73,218,376,612,841,0,0,0,0,0,0,0,3,8,15,25178
2510,Houston County,TN,0,0,1,5,7,13,54,93,243,431,0,0,0,0,0,0,0,0,2,17,8201
2511,Humphreys County,TN,0,0,3,11,15,26,100,168,268,469,0,0,0,1,1,1,3,3,3,4,18582
2512,Jackson County,TN,0,0,3,7,19,26,105,217,335,477,0,0,0,0,0,0,1,1,5,7,11786
2513,Jefferson County,TN,0,0,6,24,28,121,480,815,1161,1622,0,0,0,0,0,0,2,6,14,24,54495
2514,Johnson County,TN,0,0,2,3,16,38,141,407,752,1211,0,0,0,0,0,0,0,1,3,8,17788
2515,Knox County,TN,0,0,98,243,410,1022,3848,6429,9681,13301,0,0,1,5,5,5,31,57,80,96,470313
2516,Lake County,TN,0,0,0,57,688,690,740,837,928,992,0,0,0,0,0,0,0,2,2,4,7016
2517,Lauderdale County,TN,0,0,2,24,59,136,420,722,1017,1507,0,0,0,0,1,2,6,12,16,17,25633
2518,Lawrence County,TN,0,0,3,17,32,143,458,762,1108,1732,0,0,0,0,0,5,6,9,14,20,44142
2519,Lewis County,TN,0,0,2,2,3,7,51,132,211,458,0,0,0,0,0,0,1,1,1,6,12268
2520,Lincoln County,TN,0,0,4,14,28,58,250,411,646,951,0,0,0,0,0,0,1,1,1,4,34366
2521,Loudon County,TN,0,0,12,37,154,271,643,942,1226,1697,0,0,0,0,0,1,3,3,7,13,54068
2522,McMinn County,TN,0,0,3,100,143,218,472,791,1176,1729,0,0,0,1,14,17,20,23,26,39,53794
2523,McNairy County,TN,0,0,3,11,15,64,309,549,930,1163,0,0,0,0,0,0,5,11,18,30,25694
2524,Macon County,TN,0,0,7,50,157,421,832,906,1070,1384,0,0,0,3,3,3,13,15,21,25,24602
2525,Madison County,TN,0,0,17,140,173,264,863,1804,3063,3927,0,0,0,1,2,2,12,40,66,80,97984
2526,Marion County,TN,0,0,14,29,42,67,199,325,555,826,0,0,1,1,1,4,4,7,8,13,28907
2527,Marshall County,TN,0,0,4,23,32,74,261,533,791,1205,0,0,0,1,1,1,2,4,5,12,34375
2528,Maury County,TN,0,0,20,44,102,311,1050,1749,2457,3630,0,0,0,0,0,3,5,15,26,39,96387
2529,Meigs County,TN,0,0,2,9,27,32,96,162,231,339,0,0,0,0,0,0,0,2,3,6,12422
2530,Monroe County,TN,0,0,5,21,66,136,352,749,1083,1536,0,0,0,1,2,5,9,15,19,29,46545
2531,Montgomery County,TN,0,0,41,148,277,513,1677,2475,3174,4428,0,0,0,2,3,7,11,30,46,61,208993
2532,Moore County,TN,0,0,0,3,4,10,42,93,188,286,0,0,0,0,0,0,0,0,1,2,6488
2533,Morgan County,TN,0,0,2,6,17,24,76,209,325,458,0,0,0,0,0,1,1,2,3,6,21403
2534,Obion County,TN,0,0,2,15,40,106,419,829,1220,1865,0,0,1,1,1,2,4,8,11,27,30069
2535,Overton County,TN,0,0,2,9,32,58,134,435,782,1268,0,0,0,0,0,1,1,2,6,25,22241
2536,Perry County,TN,0,0,2,12,23,31,73,110,153,350,0,0,0,0,0,0,0,0,0,8,8076
2537,Pickett County,TN,0,0,0,0,3,6,22,63,130,287,0,0,0,0,0,0,1,1,2,9,5048
2538,Polk County,TN,0,0,2,11,18,41,157,327,410,538,0,0,0,0,0,0,1,10,10,13,16832
2539,Putnam County,TN,0,0,50,136,507,814,1543,2368,3383,4638,0,0,0,5,5,7,13,29,44,59,80245
2540,Rhea County,TN,0,0,0,5,214,274,491,652,863,1151,0,0,0,0,0,0,1,4,15,21,33167
2541,Roane County,TN,0,0,3,7,16,50,347,651,917,1447,0,0,0,0,0,0,1,2,6,8,53382
2542,Robertson County,TN,0,0,51,179,511,801,1417,1886,2255,2702,0,0,0,0,4,11,16,26,39,43,71813
2543,Rutherford County,TN,0,0,127,579,1278,2733,5999,7825,9523,12485,0,0,3,11,27,35,51,70,92,116,332285
2544,Scott County,TN,0,0,3,11,12,15,98,155,225,416,0,0,0,0,0,0,0,2,2,5,22068
2545,Sequatchie County,TN,0,0,1,5,19,29,94,142,249,370,0,0,0,0,0,0,0,1,1,2,15026
2546,Sevier County,TN,0,0,13,51,90,733,1679,2236,2677,3534,0,0,0,1,2,3,5,12,15,23,98250
2547,Shelby County,TN,0,0,640,2815,5313,10765,21021,27120,31202,37618,0,0,6,55,117,195,284,387,472,571,937166
2548,Smith County,TN,0,0,3,22,36,103,360,516,745,1040,0,0,0,1,1,1,3,8,11,14,20157
2549,Stewart County,TN,0,0,0,7,13,21,67,96,221,356,0,0,0,0,0,0,0,0,2,13,13715
2550,Sullivan County,TN,0,0,18,51,60,101,758,1640,2265,4100,0,0,1,1,2,2,8,25,33,52,158348
2551,Sumner County,TN,0,0,283,653,913,1507,3136,4094,4922,6439,0,0,8,38,45,52,69,86,98,117,191283
2552,Tipton County,TN,0,0,28,146,455,620,1094,1462,1860,2501,0,0,0,0,3,5,9,15,19,23,61599
2553,Trousdale County,TN,0,0,7,1346,1394,1490,1572,1618,1675,1793,0,0,1,1,4,5,6,6,7,9,11284
2554,Unicoi County,TN,0,0,1,2,41,55,136,225,292,486,0,0,0,0,0,0,0,1,1,5,17883
2555,Union County,TN,0,0,1,3,4,15,114,225,382,560,0,0,0,0,0,0,0,1,2,4,19972
2556,Van Buren County,TN,0,0,0,2,4,7,32,71,167,213,0,0,0,0,0,0,0,0,0,2,5872
2557,Warren County,TN,0,0,1,8,26,69,393,853,1085,1520,0,0,0,0,0,0,4,7,7,11,41277
2558,Washington County,TN,0,0,20,57,75,134,993,1741,2393,3877,0,0,0,0,0,0,2,13,38,58,129375
2559,Wayne County,TN,0,0,2,3,64,80,212,1279,1505,1623,0,0,0,0,0,0,1,2,5,7,16673
2560,Weakley County,TN,0,0,1,23,26,62,251,842,1234,1619,0,0,0,0,0,1,3,13,21,26,33328
2561,White County,TN,0,0,2,14,33,65,188,564,856,1266,0,0,0,0,0,3,3,7,10,15,27345
2562,Williamson County,TN,0,0,221,427,567,1148,3193,4369,5423,7496,0,0,2,9,11,14,22,28,36,57,238412
2563,Wilson County,TN,0,0,71,273,430,859,2041,2828,3605,4950,0,0,0,5,8,17,20,31,47,64,144657
2564,Statewide Unallocated,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2565,Anderson County,TX,0,0,1,32,76,1063,2209,2502,2829,2970,0,0,0,0,0,2,8,18,32,39,57735
2566,Andrews County,TX,0,0,0,21,27,89,255,367,425,667,0,0,0,0,0,0,6,8,9,10,18705
2567,Angelina County,TX,0,0,8,55,215,519,1647,2005,2163,2317,0,0,0,0,5,9,35,67,83,92,86715
2568,Aransas County,TX,0,0,0,2,5,28,153,212,323,351,0,0,0,0,0,0,12,18,18,18,23510
2569,Archer County,TX,0,0,0,0,1,8,20,49,87,161,0,0,0,0,0,0,0,0,1,1,8553
2570,Armstrong County,TX,0,0,0,2,2,3,7,11,13,27,0,0,0,0,0,0,0,0,1,1,1887
2571,Atascosa County,TX,0,0,2,19,37,116,405,568,1147,1287,0,0,0,1,2,2,15,27,32,35,51153
2572,Austin County,TX,0,0,4,13,27,73,213,417,497,516,0,0,0,0,0,0,3,6,9,10,30032
2573,Bailey County,TX,0,0,0,0,17,101,158,202,226,311,0,0,0,0,0,1,4,4,5,5,7000
2574,Bandera County,TX,0,0,0,6,6,22,83,109,160,188,0,0,0,0,0,0,3,4,8,8,23112
2575,Bastrop County,TX,0,0,9,86,220,458,1296,1582,1850,2014,0,0,0,2,3,6,18,27,30,32,88723
2576,Baylor County,TX,0,0,0,0,0,1,7,14,20,44,0,0,0,0,0,0,0,0,1,3,3509
2577,Bee County,TX,0,0,0,6,10,51,511,1605,1816,1865,0,0,0,0,0,0,9,22,34,39,32565
2578,Bell County,TX,0,0,51,194,391,1394,3496,4768,5551,6534,0,0,1,3,4,13,31,64,86,100,362924
2579,Bexar County,TX,0,0,342,1585,2839,12504,41138,46441,57832,65600,0,0,9,48,75,111,611,1086,1313,1410,2003554
2580,Blanco County,TX,0,0,1,6,11,29,98,125,145,162,0,0,0,0,1,1,4,5,5,6,11931
2581,Borden County,TX,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,654
2582,Bosque County,TX,0,0,0,4,7,15,125,216,339,414,0,0,0,0,0,0,2,5,6,11,18685
2583,Bowie County,TX,0,0,10,76,270,439,706,968,1407,1997,0,0,0,2,6,12,30,44,53,76,93245
2584,Brazoria County,TX,0,0,123,542,929,2438,6534,9389,11440,12436,0,0,1,6,9,22,72,138,167,185,374264
2585,Brazos County,TX,0,0,68,208,487,2127,3877,4703,6453,7626,0,0,4,16,19,31,42,55,64,73,229211
2586,Brewster County,TX,0,0,0,1,1,142,181,191,220,250,0,0,0,0,0,1,2,2,4,5,9203
2587,Briscoe County,TX,0,0,0,1,1,3,11,12,14,24,0,0,0,0,0,0,1,1,1,1,1546
2588,Brooks County,TX,0,0,0,1,1,6,85,215,320,361,0,0,0,0,0,0,1,16,22,23,7093
2589,Brown County,TX,0,0,4,36,59,85,351,470,586,698,0,0,0,5,10,10,14,20,25,28,37864
2590,Burleson County,TX,0,0,1,14,25,84,231,288,345,475,0,0,0,0,0,0,5,6,6,6,18443
2591,Burnet County,TX,0,0,4,19,39,141,542,663,748,1085,0,0,0,0,0,3,7,12,12,15,48155
2592,Caldwell County,TX,0,0,2,20,67,377,1070,1229,1541,1721,0,0,0,0,0,2,23,32,35,37,43664
2593,Calhoun County,TX,0,0,8,32,37,94,453,603,823,935,0,0,0,2,2,2,3,7,8,9,21290
2594,Callahan County,TX,0,0,0,2,9,17,41,70,93,137,0,0,0,0,1,2,3,3,3,5,13943
2595,Cameron County,TX,0,0,55,432,776,2510,10971,20853,22825,24221,0,0,0,18,36,56,346,757,912,982,423163
2596,Camp County,TX,0,0,1,7,84,120,214,296,359,405,0,0,0,0,0,1,4,8,11,13,13094
2597,Carson County,TX,0,0,0,3,6,7,13,17,28,54,0,0,0,0,0,0,0,0,0,1,5926
2598,Cass County,TX,0,0,3,15,30,44,153,257,375,547,0,0,0,0,0,2,7,11,15,23,30026
2599,Castro County,TX,0,0,9,15,33,93,170,227,262,318,0,0,0,1,1,1,3,4,5,7,7530
2600,Chambers County,TX,0,0,11,44,68,334,887,1123,1342,1571,0,0,0,0,0,2,2,5,8,10,43837
2601,Cherokee County,TX,0,0,5,17,46,172,783,1408,1564,1647,0,0,0,1,2,2,4,16,30,38,52646
2602,Childress County,TX,0,0,0,1,2,7,34,57,74,124,0,0,0,0,0,0,0,0,0,0,7306
2603,Clay County,TX,0,0,1,3,4,8,34,63,79,129,0,0,0,0,0,0,1,1,2,3,10471
2604,Cochran County,TX,0,0,0,1,1,1,21,37,52,116,0,0,0,0,0,0,0,1,1,1,2853
2605,Coke County,TX,0,0,0,0,1,5,39,49,53,129,0,0,0,0,0,1,1,3,3,6,3387
2606,Coleman County,TX,0,0,0,1,3,3,11,52,79,96,0,0,0,0,0,0,0,2,4,4,8175
2607,Collin County,TX,0,0,256,784,1312,3114,6353,10989,13922,18362,0,0,1,22,34,43,72,112,148,184,1034730
2608,Collingsworth County,TX,0,0,0,0,5,6,7,16,19,21,0,0,0,0,0,0,0,0,0,0,2920
2609,Colorado County,TX,0,0,2,10,23,95,242,444,484,504,0,0,0,0,0,0,2,3,4,4,21493
2610,Comal County,TX,0,0,18,58,100,599,1669,2353,2744,2878,0,0,2,6,7,8,61,95,102,106,156209
2611,Comanche County,TX,0,0,1,3,12,19,107,214,309,373,0,0,0,1,1,1,3,3,4,5,13635
2612,Concho County,TX,0,0,0,1,1,9,26,55,134,144,0,0,0,0,0,0,0,1,2,2,2726
2613,Cooke County,TX,0,0,0,8,16,43,200,318,460,570,0,0,0,0,0,0,2,4,6,9,41257
2614,Coryell County,TX,0,0,2,162,285,335,612,1151,1831,1986,0,0,0,2,2,2,5,10,12,13,75951
2615,Cottle County,TX,0,0,0,2,4,4,14,18,29,40,0,0,0,0,1,1,2,2,3,3,1398
2616,Crane County,TX,0,0,2,2,25,57,70,70,72,77,0,0,0,0,2,2,2,2,2,4,4797
2617,Crockett County,TX,0,0,0,0,0,11,153,162,164,166,0,0,0,0,0,0,3,6,7,7,3464
2618,Crosby County,TX,0,0,0,2,3,26,52,81,88,116,0,0,0,1,1,1,1,1,3,7,5737
2619,Culberson County,TX,0,0,0,0,0,3,15,23,55,125,0,0,0,0,0,0,2,2,2,2,2171
2620,Dallam County,TX,0,0,0,10,26,91,179,208,257,385,0,0,0,0,0,1,5,7,9,10,7287
2621,Dallas County,TX,0,0,921,3899,10462,21882,49976,71170,82161,95402,0,0,17,110,229,380,641,947,1133,1254,2635516
2622,Dawson County,TX,0,0,3,26,42,59,137,207,433,882,0,0,0,1,1,1,4,8,10,19,12728
2623,Deaf Smith County,TX,0,0,3,35,163,324,597,801,900,1040,0,0,0,0,13,15,17,20,22,27,18546
2624,Delta County,TX,0,0,0,1,1,7,14,17,28,35,0,0,0,0,0,0,0,0,0,0,5331
2625,Denton County,TX,0,0,273,799,1398,2951,6803,9994,12148,14769,0,0,5,22,32,37,74,131,152,177,887207
2626,DeWitt County,TX,0,0,6,15,17,70,531,844,996,1086,0,0,0,1,1,1,15,25,39,44,20160
2627,Dickens County,TX,0,0,0,1,1,2,4,27,50,55,0,0,0,0,0,0,1,1,2,2,2211
2628,Dimmit County,TX,0,0,0,1,1,13,124,180,257,294,0,0,0,0,0,0,1,6,7,7,10124
2629,Donley County,TX,0,0,5,25,26,27,43,55,66,86,0,0,0,0,0,0,0,1,1,1,3278
2630,Duval County,TX,0,0,0,3,5,54,150,259,448,493,0,0,0,0,0,0,3,10,16,21,11157
2631,Eastland County,TX,0,0,3,3,6,10,51,114,183,260,0,0,0,0,0,0,1,2,4,8,18360
2632,Ector County,TX,0,0,15,78,161,670,2276,2810,3162,3950,0,0,0,4,5,9,35,67,84,97,166223
2633,Edwards County,TX,0,0,0,0,0,2,24,34,66,72,0,0,0,0,0,0,0,1,2,2,1932
2634,Ellis County,TX,0,0,27,166,325,901,2472,3758,4451,5029,0,0,1,6,15,19,34,56,68,81,184826
2635,El Paso County,TX,0,0,78,986,2833,6389,14410,20460,24446,47052,0,0,0,22,83,132,248,428,526,623,839238
2636,Erath County,TX,0,0,3,12,17,103,462,667,883,1054,0,0,1,1,1,1,5,9,12,17,42698
2637,Falls County,TX,0,0,1,4,9,31,110,166,288,684,0,0,0,0,0,0,2,3,5,6,17297
2638,Fannin County,TX,0,0,2,19,40,96,214,585,691,797,0,0,0,0,2,7,8,12,15,20,35514
2639,Fayette County,TX,0,0,9,15,34,95,300,370,487,526,0,0,0,1,2,2,13,16,21,22,25346
2640,Fisher County,TX,0,0,0,0,2,8,24,58,66,112,0,0,0,0,1,1,1,1,3,3,3830
2641,Floyd County,TX,0,0,0,3,11,34,83,99,111,128,0,0,0,0,0,0,5,7,9,9,5712
2642,Foard County,TX,0,0,0,0,0,0,2,3,13,22,0,0,0,0,0,0,0,0,0,1,1155
2643,Fort Bend County,TX,0,0,221,1133,1881,3868,7082,14933,16387,17634,0,0,2,27,44,54,145,237,290,309,811688
2644,Franklin County,TX,0,0,1,2,16,47,84,111,135,222,0,0,0,0,0,0,1,4,6,7,10725
2645,Freestone County,TX,0,0,0,7,10,31,138,384,415,462,0,0,0,0,0,0,0,1,2,4,19717
2646,Frio County,TX,0,0,0,10,37,225,475,633,979,1020,0,0,0,0,0,0,5,7,9,9,20306
2647,Gaines County,TX,0,0,1,2,7,26,132,247,343,566,0,0,0,0,0,0,0,7,9,12,21492
2648,Galveston County,TX,0,0,130,629,847,3565,8721,10543,11670,12606,0,0,0,28,37,45,97,140,159,169,342139
2649,Garza County,TX,0,0,0,3,5,12,97,102,105,123,0,0,0,0,0,0,2,3,4,8,6229
2650,Gillespie County,TX,0,0,1,3,5,41,171,198,314,365,0,0,0,0,0,0,4,6,10,10,26988
2651,Glasscock County,TX,0,0,0,1,1,5,6,6,9,13,0,0,0,0,0,0,0,0,0,0,1409
2652,Goliad County,TX,0,0,1,7,7,15,77,121,155,165,0,0,0,0,0,0,3,6,6,6,7658
2653,Gonzales County,TX,0,0,1,27,132,297,617,813,1058,1132,0,0,0,2,2,4,7,13,18,20,20837
2654,Gray County,TX,0,0,1,58,100,117,183,242,317,502,0,0,0,0,2,2,2,4,6,10,21886
2655,Grayson County,TX,0,0,12,41,342,594,1005,1483,1908,2681,0,0,0,0,2,5,11,25,47,74,136212
2656,Gregg County,TX,0,0,8,87,236,389,1313,1880,2265,2587,0,0,0,0,6,13,19,48,67,87,123945
2657,Grimes County,TX,0,0,3,22,218,545,839,983,1088,1191,0,0,0,1,1,2,20,30,32,36,28880
2658,Guadalupe County,TX,0,0,23,85,133,737,1597,1899,3597,3903,0,0,0,0,0,2,43,72,76,81,166847
2659,Hale County,TX,0,0,6,29,58,369,1185,1618,1909,2678,0,0,0,4,4,7,22,44,55,61,33406
2660,Hall County,TX,0,0,0,0,2,2,8,16,34,44,0,0,0,0,0,1,1,1,1,1,2964
2661,Hamilton County,TX,0,0,0,5,8,20,55,101,145,204,0,0,0,0,1,1,2,3,4,5,8461
2662,Hansford County,TX,0,0,0,7,19,31,58,102,125,191,0,0,0,0,2,2,2,3,5,6,5399
2663,Hardeman County,TX,0,0,0,0,1,5,15,22,25,63,0,0,0,0,0,0,0,0,0,3,3933
2664,Hardin County,TX,0,0,14,103,138,257,811,1166,1350,1457,0,0,1,3,5,5,11,19,32,35,57602
2665,Harris County,TX,0,0,955,6708,12664,32859,72964,105757,142315,160984,0,0,8,129,235,384,1288,2192,2599,2806,4713325
2666,Harrison County,TX,0,0,5,140,247,325,620,796,905,1108,0,0,1,6,22,22,22,28,32,39,66553
2667,Hartley County,TX,0,0,0,5,12,31,82,101,135,173,0,0,0,0,0,0,0,0,0,0,5576
2668,Haskell County,TX,0,0,0,0,3,5,35,54,69,86,0,0,0,0,0,0,0,2,2,3,5658
