,County Name,State,month0.0_x,month1.0_x,month2.0_x,month3.0_x,month4.0_x,month5.0_x,month6.0_x,month7.0_x,month8.0_x,month9.0_x,month0.0_y,month1.0_y,month2.0_y,month3.0_y,month4.0_y,month5.0_y,month6.0_y,month7.0_y,month8.0_y,month9.0_y,population
829,Dallas County,IA,0,0,33,537,921,1211,1752,2380,2834,3611,0,0,0,0,24,29,35,38,38,47,93453
830,Davis County,IA,0,0,0,1,25,38,48,83,130,192,0,0,0,0,0,1,1,2,4,4,9000
831,Decatur County,IA,0,0,0,0,1,10,21,44,67,166,0,0,0,0,0,0,0,0,0,0,7870
832,Delaware County,IA,0,0,0,5,17,46,87,216,453,836,0,0,0,0,1,1,1,3,3,13,17011
833,Des Moines County,IA,0,0,1,18,66,86,137,568,820,1526,0,0,0,1,1,3,2,5,8,11,38967
834,Dickinson County,IA,0,0,1,6,25,256,371,424,542,808,0,0,0,0,0,2,4,6,6,9,17258
835,Dubuque County,IA,0,0,23,136,350,579,1489,2031,3412,5573,0,0,1,5,20,22,28,36,42,58,97311
836,Emmet County,IA,0,0,0,0,18,77,178,221,276,458,0,0,0,0,0,0,1,8,10,21,9208
837,Fayette County,IA,0,0,3,22,27,33,77,138,238,414,0,0,0,0,0,0,0,1,2,4,19650
838,Floyd County,IA,0,0,0,1,19,68,109,215,357,466,0,0,0,0,1,2,2,3,3,11,15642
839,Franklin County,IA,0,0,0,3,13,82,211,295,352,398,0,0,0,0,0,0,4,17,18,18,10070
840,Fremont County,IA,0,0,0,0,4,7,34,59,125,217,0,0,0,0,0,0,0,0,0,2,6960
841,Greene County,IA,0,0,0,11,13,28,38,53,106,195,0,0,0,0,0,0,0,0,0,0,8888
842,Grundy County,IA,0,0,0,15,19,36,72,128,229,348,0,0,0,0,0,0,1,1,4,6,12232
843,Guthrie County,IA,0,0,1,22,53,64,125,173,267,423,0,0,0,0,3,4,5,5,9,15,10689
844,Hamilton County,IA,0,0,0,7,44,185,237,279,335,489,0,0,0,0,0,1,1,2,3,5,14773
845,Hancock County,IA,0,0,3,3,16,48,114,155,199,375,0,0,0,0,0,0,2,2,2,6,10630
846,Hardin County,IA,0,0,1,9,17,65,161,230,311,509,0,0,0,0,0,0,0,1,1,7,16846
847,Harrison County,IA,0,0,10,16,25,53,92,147,269,703,0,0,0,0,0,0,0,1,3,16,14049
848,Henry County,IA,0,0,6,33,72,84,110,279,778,1141,0,0,0,1,1,3,3,4,4,5,19954
849,Howard County,IA,0,0,0,10,12,27,47,133,192,287,0,0,0,0,0,0,0,2,7,9,9158
850,Humboldt County,IA,0,0,0,4,18,53,87,152,194,367,0,0,0,0,1,1,1,2,3,3,9558
851,Ida County,IA,0,0,0,0,14,22,29,40,128,222,0,0,0,0,0,0,0,0,2,2,6860
852,Iowa County,IA,0,0,5,21,33,50,88,114,227,449,0,0,0,0,0,0,1,1,1,9,16184
853,Jackson County,IA,0,0,2,5,12,27,134,208,358,705,0,0,0,0,0,0,1,1,3,3,19439
854,Jasper County,IA,0,0,8,193,260,318,450,586,872,1227,0,0,0,1,17,17,24,30,34,34,37185
855,Jefferson County,IA,0,0,2,6,34,58,75,117,140,264,0,0,0,0,0,0,0,0,1,1,18295
856,Johnson County,IA,0,0,83,498,615,1219,1887,3840,5188,6062,0,0,0,6,8,8,15,26,27,31,151140
857,Jones County,IA,0,0,5,24,37,55,122,170,289,523,0,0,0,0,0,0,1,2,3,4,20681
858,Keokuk County,IA,0,0,1,3,14,20,30,60,119,183,0,0,0,0,0,1,1,1,1,1,10246
859,Kossuth County,IA,0,0,1,2,12,32,77,121,289,501,0,0,0,0,0,0,0,0,0,0,14813
860,Lee County,IA,0,0,0,13,27,49,89,414,653,1027,0,0,0,0,0,2,3,5,7,12,33657
861,Linn County,IA,0,0,118,731,957,1227,2008,2975,4173,6162,0,0,4,47,79,82,87,93,114,133,226706
862,Louisa County,IA,0,0,1,277,346,360,377,396,436,547,0,0,0,2,11,13,14,14,15,15,11035
863,Lucas County,IA,0,0,0,0,19,30,42,95,156,214,0,0,0,0,1,4,4,5,6,6,8600
864,Lyon County,IA,0,0,1,14,24,40,99,150,388,580,0,0,0,0,0,0,0,2,4,8,11755
865,Madison County,IA,0,0,1,9,29,39,96,164,236,376,0,0,0,1,2,2,2,2,2,3,16338
866,Mahaska County,IA,0,0,3,16,96,115,134,218,428,743,0,0,0,1,10,17,17,18,20,24,22095
867,Marion County,IA,0,0,0,12,33,67,147,481,775,1081,0,0,0,0,0,0,0,0,8,11,33253
868,Marshall County,IA,0,0,10,603,898,1020,1375,1639,1795,2148,0,0,0,2,16,18,24,32,34,36,39369
869,Mills County,IA,0,0,0,3,19,36,77,128,200,429,0,0,0,0,0,0,0,1,1,3,15109
870,Mitchell County,IA,0,0,2,3,4,33,76,108,196,298,0,0,0,0,0,0,0,0,0,1,10586
871,Monona County,IA,0,0,6,10,25,73,90,107,162,255,0,0,0,0,0,0,0,1,1,2,8615
872,Monroe County,IA,0,0,0,1,38,50,66,106,162,275,0,0,0,0,5,6,7,8,11,12,7707
873,Montgomery County,IA,0,0,1,1,8,10,42,76,100,193,0,0,0,0,0,2,3,5,5,7,9917
874,Muscatine County,IA,0,0,22,372,558,623,809,962,1131,1552,0,0,1,16,41,44,47,51,55,58,42664
875,O'Brien County,IA,0,0,3,11,32,86,116,197,408,754,0,0,0,0,0,1,1,7,9,14,13753
876,Osceola County,IA,0,0,0,13,34,57,77,99,180,307,0,0,0,0,0,0,0,0,0,0,5958
877,Page County,IA,0,0,2,8,14,20,69,112,192,422,0,0,0,0,0,0,0,0,0,0,15107
878,Palo Alto County,IA,0,0,0,0,7,34,74,113,211,333,0,0,0,0,0,0,0,0,0,2,8886
879,Plymouth County,IA,0,0,1,23,135,311,439,741,1186,1750,0,0,0,0,2,4,8,18,21,31,25177
880,Pocahontas County,IA,0,0,0,3,13,91,113,130,166,250,0,0,0,0,0,1,1,2,2,2,6619
881,Polk County,IA,0,0,100,1476,4328,6216,9538,13315,16140,19918,0,0,1,40,133,178,201,225,264,289,490161
882,Pottawattamie County,IA,0,0,6,44,272,714,1171,1631,2216,3405,0,0,0,2,8,11,21,34,39,45,93206
883,Poweshiek County,IA,0,0,6,68,90,104,141,183,320,490,0,0,1,4,8,8,8,8,8,11,18504
884,Ringgold County,IA,0,0,0,0,4,15,21,31,53,100,0,0,0,0,0,0,1,1,2,2,4894
885,Sac County,IA,0,0,0,1,20,63,79,114,268,413,0,0,0,0,0,0,0,0,0,4,9721
886,Scott County,IA,0,0,31,241,364,692,1563,2212,3107,4973,0,0,0,7,10,10,12,21,28,43,172943
887,Shelby County,IA,0,0,5,12,37,108,156,215,274,408,0,0,0,0,0,0,1,1,1,2,11454
888,Sioux County,IA,0,0,5,17,286,461,588,895,1736,2578,0,0,0,0,0,0,2,3,3,17,34855
889,Story County,IA,0,0,5,33,118,739,1093,2362,3488,4147,0,0,0,1,1,3,13,16,17,18,97117
890,Tama County,IA,0,0,22,286,404,453,534,622,753,1012,0,0,0,8,27,29,29,29,32,38,16854
891,Taylor County,IA,0,0,1,1,58,79,93,113,137,260,0,0,0,0,0,0,0,1,1,2,6121
892,Union County,IA,0,0,0,1,9,27,67,92,142,268,0,0,0,0,0,0,1,3,3,5,12241
893,Van Buren County,IA,0,0,5,8,9,20,29,100,119,191,0,0,0,0,0,0,1,1,1,2,7044
894,Wapello County,IA,0,0,1,61,607,701,827,1084,1341,1601,0,0,0,0,13,30,31,49,57,62,34969
895,Warren County,IA,0,0,8,26,144,255,510,778,969,1339,0,0,0,0,0,1,1,5,6,7,51466
896,Washington County,IA,0,0,43,148,190,232,285,336,486,708,0,0,2,7,8,9,10,11,11,11,21965
897,Wayne County,IA,0,0,0,1,1,8,15,50,88,140,0,0,0,0,0,0,1,2,2,3,6441
898,Webster County,IA,0,0,1,6,42,170,685,1006,1318,1990,0,0,0,0,1,2,5,8,14,15,35904
899,Winnebago County,IA,0,0,0,2,11,26,71,160,324,523,0,0,0,0,0,0,0,8,13,19,10354
900,Winneshiek County,IA,0,0,4,18,24,34,77,217,342,519,0,0,0,0,0,0,1,3,8,9,19991
901,Woodbury County,IA,0,0,8,1112,2781,3186,3627,4131,5607,7497,0,0,0,2,36,44,49,56,68,99,103107
902,Worth County,IA,0,0,0,1,3,16,59,79,110,154,0,0,0,0,0,0,0,0,0,0,7381
903,Wright County,IA,0,0,1,3,187,377,439,519,597,774,0,0,0,0,0,0,1,1,1,1,12562
904,Statewide Unallocated,KS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,0
905,Allen County,KS,0,0,0,0,0,4,14,28,61,123,0,0,0,0,0,0,0,0,1,1,12369
906,Anderson County,KS,0,0,0,0,1,4,27,35,80,215,0,0,0,0,0,0,0,0,0,0,7858
907,Atchison County,KS,0,0,1,11,22,34,59,166,308,537,0,0,0,0,0,0,0,1,2,6,16073
908,Barber County,KS,0,0,0,1,1,1,4,4,9,74,0,0,0,0,0,0,0,0,0,0,4427
909,Barton County,KS,0,0,3,9,44,55,92,278,507,797,0,0,0,0,1,2,3,5,7,7,25779
910,Bourbon County,KS,0,0,3,6,8,27,57,92,209,307,0,0,0,1,1,1,1,2,3,3,14534
911,Brown County,KS,0,0,0,0,6,11,36,68,137,258,0,0,0,0,0,0,0,0,3,5,9564
912,Butler County,KS,0,0,7,15,38,59,215,474,985,1572,0,0,0,0,0,0,0,2,3,3,66911
913,Chase County,KS,0,0,0,1,3,4,6,65,82,98,0,0,0,0,0,0,0,0,1,3,2648
914,Chautauqua County,KS,0,0,2,4,4,4,5,9,19,31,0,0,0,0,0,0,0,0,0,0,3250
915,Cherokee County,KS,0,0,5,8,10,31,70,261,511,703,0,0,0,0,0,0,1,2,8,8,19939
916,Cheyenne County,KS,0,0,0,2,2,2,2,7,68,137,0,0,0,0,0,0,0,0,0,5,2657
917,Clark County,KS,0,0,0,1,32,34,44,47,52,75,0,0,0,0,0,0,1,1,1,4,1994
918,Clay County,KS,0,0,1,4,5,7,18,33,52,115,0,0,0,1,1,1,2,2,2,2,8002
919,Cloud County,KS,0,0,1,4,5,18,29,59,71,170,0,0,0,0,0,0,0,1,1,1,8786
920,Coffey County,KS,0,0,18,49,50,53,67,81,124,177,0,0,1,8,8,8,8,8,8,9,8179
921,Comanche County,KS,0,0,0,0,2,2,3,9,12,22,0,0,0,0,0,0,0,0,0,0,1700
922,Cowley County,KS,0,0,1,2,10,71,151,255,389,583,0,0,0,1,1,1,2,3,5,10,34908
923,Crawford County,KS,0,0,4,6,6,263,380,599,1098,1527,0,0,1,1,1,1,1,1,8,12,38818
924,Decatur County,KS,0,0,0,0,0,0,5,6,25,128,0,0,0,0,0,0,0,0,1,1,2827
925,Dickinson County,KS,0,0,0,2,4,8,37,75,208,345,0,0,0,0,0,0,1,1,1,3,18466
926,Doniphan County,KS,0,0,1,4,17,26,42,65,114,211,0,0,0,0,0,0,0,0,0,0,7600
927,Douglas County,KS,0,0,31,51,67,188,663,1375,2340,2961,0,0,0,0,0,0,3,8,13,19,122259
928,Edwards County,KS,0,0,0,4,5,7,10,24,51,83,0,0,0,0,0,0,0,0,0,0,2798
929,Elk County,KS,0,0,0,0,0,1,1,1,6,15,0,0,0,0,0,0,0,0,0,0,2530
930,Ellis County,KS,0,0,0,8,10,23,130,417,1026,1447,0,0,0,0,0,0,1,1,5,18,28553
931,Ellsworth County,KS,0,0,0,0,2,4,18,25,58,330,0,0,0,0,0,0,0,0,0,1,6102
932,Finney County,KS,0,0,4,457,1504,1574,1737,1884,2169,3105,0,0,0,3,10,10,10,12,12,20,36467
933,Ford County,KS,0,0,1,815,1790,2008,2106,2333,2902,3491,0,0,0,2,8,10,10,10,10,10,33619
934,Franklin County,KS,0,0,9,17,35,72,150,262,393,594,0,0,0,0,0,0,1,2,3,5,25544
935,Geary County,KS,0,0,0,13,18,70,179,295,427,573,0,0,0,0,0,1,1,2,2,4,31670
936,Gove County,KS,0,0,1,1,1,1,3,11,37,199,0,0,0,0,0,0,0,0,0,12,2636
937,Graham County,KS,0,0,0,0,0,0,17,20,35,58,0,0,0,0,0,0,0,1,1,1,2482
938,Grant County,KS,0,0,0,7,17,46,80,134,274,457,0,0,0,0,0,1,2,3,5,8,7150
939,Gray County,KS,0,0,0,5,22,26,64,90,127,208,0,0,0,0,0,0,0,0,0,2,5988
940,Greeley County,KS,0,0,0,0,0,0,3,4,9,44,0,0,0,0,0,0,0,0,0,0,1232
941,Greenwood County,KS,0,0,0,3,8,11,15,28,49,108,0,0,0,0,0,0,0,0,0,0,5982
942,Hamilton County,KS,0,0,0,4,20,33,41,44,46,72,0,0,0,0,0,0,0,0,0,0,2539
943,Harper County,KS,0,0,0,1,2,2,8,112,120,165,0,0,0,0,0,0,0,0,2,3,5436
944,Harvey County,KS,0,0,2,8,13,39,165,291,361,649,0,0,0,1,2,2,3,5,8,8,34429
945,Haskell County,KS,0,0,0,7,21,24,39,59,126,178,0,0,0,0,0,0,0,0,1,1,3968
946,Hodgeman County,KS,0,0,0,0,5,9,11,14,24,45,0,0,0,0,0,0,0,0,0,0,1794
947,Jackson County,KS,0,0,1,2,98,112,143,204,246,352,0,0,0,0,0,1,1,1,2,4,13171
948,Jefferson County,KS,0,0,2,10,22,26,61,120,198,299,0,0,0,0,0,0,0,0,4,6,19043
949,Jewell County,KS,0,0,0,4,4,4,9,14,17,29,0,0,0,0,0,0,0,1,1,1,2879
950,Johnson County,KS,0,0,171,498,877,1870,5014,8240,11575,15817,0,0,7,42,66,87,98,116,154,203,602401
951,Kearny County,KS,0,0,0,19,45,48,54,73,100,160,0,0,0,0,0,1,1,1,1,6,3838
952,Kingman County,KS,0,0,0,0,0,0,9,43,100,151,0,0,0,0,0,0,0,0,1,3,7152
953,Kiowa County,KS,0,0,0,2,2,3,6,9,27,65,0,0,0,0,0,0,0,0,0,0,2475
954,Labette County,KS,0,0,1,22,22,61,109,186,246,414,0,0,0,0,0,0,0,1,4,6,19618
955,Lane County,KS,0,0,0,0,3,5,5,7,14,28,0,0,0,0,0,0,0,0,0,1,1535
956,Leavenworth County,KS,0,0,31,498,1095,1173,1422,1721,2258,2687,0,0,0,5,7,7,8,9,11,18,81758
957,Lincoln County,KS,0,0,0,0,0,1,6,8,14,23,0,0,0,0,0,0,0,0,0,1,2962
958,Linn County,KS,0,0,5,5,10,15,33,58,83,127,0,0,0,0,0,0,0,0,0,1,9703
959,Logan County,KS,0,0,0,0,0,1,2,2,29,124,0,0,0,0,0,0,0,0,0,0,2794
960,Lyon County,KS,0,0,17,248,419,492,644,855,1080,1316,0,0,0,1,3,7,11,17,35,41,33195
961,McPherson County,KS,0,0,6,23,28,74,131,196,270,455,0,0,0,0,0,0,1,1,1,7,28542
962,Marion County,KS,0,0,1,5,7,11,51,68,102,190,0,0,0,1,1,1,1,1,1,1,11884
963,Marshall County,KS,0,0,0,0,0,1,9,17,30,96,0,0,0,0,0,0,0,0,0,0,9707
964,Meade County,KS,0,0,0,10,30,30,44,72,136,171,0,0,0,0,0,0,0,0,1,2,4033
965,Miami County,KS,0,0,0,5,7,34,122,211,412,583,0,0,0,0,0,0,0,0,1,2,34237
966,Mitchell County,KS,0,0,2,3,4,4,27,32,46,63,0,0,0,0,0,0,0,0,0,0,5979
967,Montgomery County,KS,0,0,6,18,19,36,140,228,435,722,0,0,0,2,2,3,5,5,6,6,31829
968,Morris County,KS,0,0,2,3,5,5,9,21,41,86,0,0,0,0,0,0,0,0,0,0,5620
969,Morton County,KS,0,0,0,3,6,7,9,10,17,63,0,0,0,0,0,2,2,2,2,2,2587
970,Nemaha County,KS,0,0,0,1,16,28,46,56,128,357,0,0,0,0,0,0,0,1,1,2,10231
971,Neosho County,KS,0,0,1,2,2,30,51,88,173,280,0,0,0,0,0,0,0,0,0,0,16007
972,Ness County,KS,0,0,0,0,3,4,5,26,92,157,0,0,0,0,0,0,0,0,6,9,2750
973,Norton County,KS,0,0,0,2,2,4,22,23,35,715,0,0,0,0,0,0,0,0,0,18,5361
974,Osage County,KS,0,0,3,5,7,13,37,66,114,174,0,0,0,0,0,0,0,0,0,3,15949
975,Osborne County,KS,0,0,1,2,2,2,4,4,11,38,0,0,0,0,0,0,0,0,0,0,3421
976,Ottawa County,KS,0,0,1,4,4,6,30,43,58,123,0,0,0,0,0,0,0,0,0,0,5704
977,Pawnee County,KS,0,0,0,0,0,3,7,171,385,438,0,0,0,0,0,0,0,0,0,1,6414
978,Phillips County,KS,0,0,0,1,2,3,43,51,122,211,0,0,0,0,0,0,8,8,8,9,5234
979,Pottawatomie County,KS,0,0,2,15,27,74,108,145,278,405,0,0,0,0,0,0,0,0,0,0,24383
980,Pratt County,KS,0,0,1,1,2,11,33,43,74,192,0,0,0,0,0,0,0,0,0,0,9164
981,Rawlins County,KS,0,0,0,0,0,0,0,1,44,120,0,0,0,0,0,0,0,0,0,0,2530
982,Reno County,KS,0,0,9,40,51,74,229,775,1155,2376,0,0,0,0,0,0,1,1,4,17,61998
983,Republic County,KS,0,0,0,4,4,9,27,36,49,86,0,0,0,0,0,0,0,0,1,1,4636
984,Rice County,KS,0,0,0,3,4,4,26,44,84,160,0,0,0,0,0,0,0,1,1,1,9537
985,Riley County,KS,0,0,11,54,64,219,449,922,1857,2177,0,0,0,0,1,3,5,5,8,11,74232
986,Rooks County,KS,0,0,0,6,7,8,16,29,99,164,0,0,0,0,0,0,0,0,0,7,4920
987,Rush County,KS,0,0,0,0,0,1,6,20,66,108,0,0,0,0,0,0,0,0,0,0,3036
988,Russell County,KS,0,0,0,0,0,1,11,22,97,209,0,0,0,0,0,0,0,0,1,4,6856
989,Saline County,KS,0,0,4,21,28,106,327,460,776,1166,0,0,0,2,2,2,5,9,11,13,54224
990,Scott County,KS,0,0,0,1,14,16,26,86,105,187,0,0,0,0,0,0,0,1,1,1,4823
991,Sedgwick County,KS,0,0,85,399,604,1368,4196,7306,9102,13138,0,0,1,13,21,28,39,50,93,129,516042
992,Seward County,KS,0,0,0,547,883,1011,1188,1341,1669,2162,0,0,0,0,2,2,4,4,5,13,21428
993,Shawnee County,KS,0,0,24,127,328,669,1398,2186,2804,3769,0,0,1,5,7,11,19,22,32,84,176875
994,Sheridan County,KS,0,0,0,2,2,5,7,8,28,201,0,0,0,0,0,0,0,0,0,0,2521
995,Sherman County,KS,0,0,0,5,7,7,14,18,42,243,0,0,0,0,0,0,0,0,0,6,5917
996,Smith County,KS,0,0,0,2,2,3,3,4,8,28,0,0,0,0,0,0,0,0,0,0,3583
997,Stafford County,KS,0,0,1,1,1,1,3,32,59,93,0,0,0,0,0,0,0,1,1,1,4156
998,Stanton County,KS,0,0,0,4,9,10,23,43,67,105,0,0,0,0,0,0,0,2,2,2,2006
999,Stevens County,KS,0,0,1,11,29,31,43,51,138,233,0,0,0,0,0,0,0,0,1,1,5485
1000,Sumner County,KS,0,0,2,4,8,13,97,121,208,337,0,0,0,1,1,1,3,3,3,4,22836
1001,Thomas County,KS,0,0,0,0,0,15,29,51,152,361,0,0,0,0,0,0,0,0,0,2,7777
1002,Trego County,KS,0,0,0,0,1,1,5,12,38,104,0,0,0,0,0,0,0,1,1,1,2803
1003,Wabaunsee County,KS,0,0,0,24,31,35,39,57,72,93,0,0,0,0,0,0,0,0,1,1,6931
1004,Wallace County,KS,0,0,0,0,0,0,0,4,19,67,0,0,0,0,0,0,0,0,0,0,1518
1005,Washington County,KS,0,0,0,0,0,1,1,9,22,51,0,0,0,0,0,0,0,0,0,0,5406
1006,Wichita County,KS,0,0,0,0,0,0,3,4,5,55,0,0,0,0,0,0,0,0,0,0,2119
1007,Wilson County,KS,0,0,0,1,1,2,9,23,64,124,0,0,0,0,0,0,0,0,2,3,8525
1008,Woodson County,KS,0,0,3,6,6,8,10,12,23,37,0,0,0,0,0,0,0,0,0,0,3138
1009,Wyandotte County,KS,0,0,131,826,1407,2394,4587,6108,7163,8685,0,0,5,55,74,83,95,113,134,165,165429
1010,Statewide Unallocated,KY,0,0,44,62,7,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1011,Adair County,KY,0,0,1,81,97,123,201,260,316,514,0,0,0,13,19,19,19,19,19,22,19202
1012,Allen County,KY,0,0,2,14,92,170,217,253,364,557,0,0,0,0,3,7,8,9,9,11,21315
1013,Anderson County,KY,0,0,3,9,21,27,74,115,167,271,0,0,1,1,1,1,1,1,1,1,22747
1014,Ballard County,KY,0,0,0,8,12,14,30,42,57,77,0,0,0,0,0,0,0,0,1,1,7888
1015,Barren County,KY,0,0,1,18,49,90,324,499,796,1299,0,0,0,0,1,2,2,8,13,13,44249
1016,Bath County,KY,0,0,1,4,9,15,34,65,90,136,0,0,0,1,1,1,1,1,1,1,12500
1017,Bell County,KY,0,0,0,0,1,9,270,395,507,729,0,0,0,0,0,0,2,7,15,17,26032
1018,Boone County,KY,0,0,16,170,467,606,1006,1296,1610,2269,0,0,0,2,17,23,24,25,25,25,133581
1019,Bourbon County,KY,0,0,1,8,11,33,69,114,200,328,0,0,1,1,1,1,1,1,1,1,19788
1020,Boyd County,KY,0,0,11,31,40,64,166,241,470,709,0,0,1,3,3,3,3,4,8,22,46718
1021,Boyle County,KY,0,0,3,16,26,40,131,208,294,476,0,0,0,0,0,0,0,0,0,0,30060
1022,Bracken County,KY,0,0,3,9,13,17,29,37,41,73,0,0,0,0,0,0,0,0,0,1,8303
1023,Breathitt County,KY,0,0,1,2,3,8,25,55,91,146,0,0,0,0,0,0,0,0,0,1,12630
1024,Breckinridge County,KY,0,0,3,9,17,24,51,99,139,209,0,0,0,0,2,2,2,2,2,2,20477
1025,Bullitt County,KY,0,0,3,56,119,152,311,621,912,1540,0,0,1,2,4,4,4,5,11,14,81676
1026,Butler County,KY,0,0,1,143,232,256,291,320,340,433,0,0,0,4,13,14,15,16,16,16,12879
1027,Caldwell County,KY,0,0,1,12,12,15,49,79,166,292,0,0,0,0,0,0,0,0,0,0,12747
1028,Calloway County,KY,0,0,3,35,52,85,178,413,614,1036,0,0,0,1,1,1,2,6,8,10,39001
1029,Campbell County,KY,0,0,18,95,185,267,517,701,893,1367,0,0,1,9,12,13,13,13,15,15,93584
1030,Carlisle County,KY,0,0,0,2,5,5,26,61,80,106,0,0,0,1,1,1,1,1,1,1,4760
1031,Carroll County,KY,0,0,2,2,14,37,140,189,202,231,0,0,0,0,0,1,2,3,5,5,10631
1032,Carter County,KY,0,0,1,6,12,26,95,116,200,374,0,0,0,0,0,0,1,3,3,4,26797
1033,Casey County,KY,0,0,0,1,3,19,149,247,275,320,0,0,0,0,0,0,10,13,15,16,16159
1034,Christian County,KY,0,0,11,90,111,204,472,861,1335,1968,0,0,0,3,3,4,6,12,22,29,70461
1035,Clark County,KY,0,0,11,20,42,98,152,249,328,550,0,0,0,0,0,5,7,8,8,12,36263
1036,Clay County,KY,0,0,0,1,7,64,142,214,330,602,0,0,0,0,1,3,5,6,6,6,19901
1037,Clinton County,KY,0,0,0,3,4,5,23,70,123,248,0,0,0,0,0,0,0,1,2,3,10218
1038,Crittenden County,KY,0,0,1,4,7,9,26,52,121,172,0,0,0,1,1,1,1,1,1,1,8806
1039,Cumberland County,KY,0,0,1,5,5,6,37,88,103,153,0,0,0,0,0,0,0,0,0,0,6614
1040,Daviess County,KY,0,0,30,217,323,440,699,961,1431,2054,0,0,1,4,6,8,7,11,14,31,101511
1041,Edmonson County,KY,0,0,1,26,56,75,91,117,138,188,0,0,0,0,9,11,12,12,12,12,12150
1042,Elliott County,KY,0,0,0,0,1,3,7,25,42,336,0,0,0,0,0,0,0,0,0,0,7517
1043,Estill County,KY,0,0,0,0,1,4,12,43,166,294,0,0,0,0,0,0,0,0,0,0,14106
1044,Fayette County,KY,0,0,133,287,770,1495,2697,4188,6451,10953,0,0,6,9,13,27,46,54,75,92,323152
1045,Fleming County,KY,0,0,0,1,2,21,54,71,85,196,0,0,0,0,0,0,0,0,0,0,14581
1046,Floyd County,KY,0,0,0,12,17,31,81,145,193,434,0,0,0,0,0,0,1,2,4,4,35589
1047,Franklin County,KY,0,0,1,16,55,140,250,466,672,895,0,0,0,0,0,4,5,11,11,14,50991
1048,Fulton County,KY,0,0,0,1,7,23,56,120,157,237,0,0,0,0,0,0,1,2,3,3,5969
1049,Gallatin County,KY,0,0,0,1,43,65,79,92,99,128,0,0,0,0,4,7,7,8,8,8,8869
1050,Garrard County,KY,0,0,0,2,5,25,67,122,165,358,0,0,0,0,0,0,0,2,3,4,17666
1051,Grant County,KY,0,0,2,25,42,58,97,136,170,278,0,0,1,3,4,4,5,6,6,6,25069
1052,Graves County,KY,0,0,1,138,166,214,501,646,743,913,0,0,0,14,19,21,22,29,29,30,37266
1053,Grayson County,KY,0,0,2,79,126,139,176,259,409,531,0,0,0,5,9,11,11,11,14,16,26427
1054,Green County,KY,0,0,0,1,1,5,30,158,276,340,0,0,0,0,0,1,2,7,8,8,10941
1055,Greenup County,KY,0,0,1,12,14,30,88,199,429,660,0,0,0,0,0,0,1,2,4,12,35098
1056,Hancock County,KY,0,0,1,6,7,18,45,57,89,161,0,0,0,0,0,0,0,0,0,3,8722
1057,Hardin County,KY,0,0,2,48,106,171,517,917,1346,2230,0,0,0,0,2,6,8,9,11,13,110958
1058,Harlan County,KY,0,0,0,0,4,26,198,299,428,616,0,0,0,0,0,2,3,7,10,14,26010
1059,Harrison County,KY,0,0,14,17,23,73,115,151,183,278,0,0,0,0,0,0,0,0,0,1,18886
1060,Hart County,KY,0,0,0,4,23,42,77,130,182,461,0,0,0,0,0,0,0,1,1,1,19035
1061,Henderson County,KY,0,0,2,65,112,161,319,424,802,1364,0,0,0,1,3,3,3,3,4,28,45210
1062,Henry County,KY,0,0,1,8,22,36,89,162,202,298,0,0,0,0,0,1,1,2,2,2,16126
1063,Hickman County,KY,0,0,0,1,5,5,33,66,78,121,0,0,0,0,0,0,0,0,1,1,4380
1064,Hopkins County,KY,0,0,21,203,222,262,403,514,646,1087,0,0,2,22,30,32,33,36,39,43,44686
1065,Jackson County,KY,0,0,0,56,61,113,140,226,374,486,0,0,0,8,13,14,14,15,17,17,13329
1066,Jefferson County,KY,0,0,267,1403,2562,3991,7040,11851,15978,23280,0,0,17,95,157,196,233,263,308,366,766757
1067,Jessamine County,KY,0,0,11,40,67,108,278,457,628,1026,0,0,0,0,0,0,0,0,0,12,54115
1068,Johnson County,KY,0,0,1,3,5,9,37,121,161,343,0,0,0,0,0,0,0,1,2,2,22188
1069,Kenton County,KY,0,0,36,308,614,807,1297,1716,2068,2883,0,0,2,20,34,36,37,41,49,51,166998
1070,Knott County,KY,0,0,0,4,4,10,40,89,214,368,0,0,0,0,0,0,1,1,1,6,14806
1071,Knox County,KY,0,0,0,6,10,71,200,357,515,893,0,0,0,0,0,0,8,9,9,10,31145
1072,Larue County,KY,0,0,1,5,8,15,47,83,132,313,0,0,0,0,0,1,1,1,1,1,14398
1073,Laurel County,KY,0,0,1,17,21,114,373,565,947,1507,0,0,0,2,2,3,4,5,6,8,60813
1074,Lawrence County,KY,0,0,1,1,4,8,33,43,57,161,0,0,0,0,0,0,0,0,0,0,15317
1075,Lee County,KY,0,0,0,0,1,1,3,12,17,182,0,0,0,0,0,0,0,0,0,6,7403
1076,Leslie County,KY,0,0,0,4,6,9,26,40,78,136,0,0,0,0,0,0,0,0,0,1,9877
1077,Letcher County,KY,0,0,0,3,3,14,49,73,167,313,0,0,0,0,0,0,0,2,2,2,21553
1078,Lewis County,KY,0,0,1,3,7,22,33,163,222,309,0,0,0,0,0,0,0,10,14,16,13275
1079,Lincoln County,KY,0,0,0,5,8,29,98,139,210,352,0,0,0,1,1,1,1,7,13,19,24549
1080,Livingston County,KY,0,0,0,6,8,10,32,47,87,131,0,0,0,0,0,0,1,1,1,1,9194
